id,direction,chosenAlt,hhid,pnum,pid,personType,age,cdapActivity,schoolAtHome,schoolMaz,eligible,ArriveInterval,returnInterval,homeSchDist,schHomeDist,ad1Arr,ad1Ret,ad2Dep,ad2Ret,escortType,bundle,childid,chaufid,chaufPnum,chaufPid,chaufPersonType,chaufDArrive,chaufReturn,randNum
0,0,0,1,1,1,1,47,1,-1,-1,0,17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,2,7,8,1,1,24451,1,23,53,156,152,17,59,0,0,0,0,0,0,0,0,0,0,0,52747253
2,0,0,1,1,1,1,47,1,-1,-1,0,17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1,1,2,2,7,8,1,1,24451,1,23,53,156,152,17,59,0,0,0,0,0,0,0,0,0,0,0,787955449
4,0,0,13,1,18,1,48,1,-1,-1,0,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,13,2,19,2,44,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,7,13,3,20,6,19,1,1,24076,1,18,46,97,97,0,0,16,77,0,0,0,0,0,0,0,0,0,442619995
7,1,7,13,4,21,6,17,1,1,24076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442619995
8,1,7,13,5,22,7,12,1,1,23100,1,20,48,160,144,0,0,16,77,2,1,2,1,2,19,2,0,0,442619995
9,0,0,13,1,18,1,48,1,-1,-1,0,57,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,13,2,19,2,44,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,7,13,3,20,6,19,1,1,24076,1,18,46,97,97,0,0,57,77,0,0,0,0,0,0,0,0,0,711338826
12,2,7,13,4,21,6,17,1,1,24076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711338826
13,2,7,13,5,22,7,12,1,1,23100,1,20,48,160,144,0,0,57,77,2,1,2,1,2,19,2,0,0,711338826
14,0,0,20,1,29,1,47,1,-1,-1,0,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,20,2,30,1,47,1,-1,-1,0,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,6,20,3,31,6,17,1,1,24076,1,18,47,97,97,15,54,19,63,0,0,0,0,0,0,0,0,0,133277646
17,1,6,20,4,32,7,15,1,1,24076,1,20,52,97,97,15,54,19,63,0,0,0,0,0,0,0,0,0,133277646
18,1,6,20,5,33,7,14,1,1,23100,1,18,45,160,144,15,54,19,63,1,1,2,1,2,30,1,15,54,133277646
19,0,0,20,1,29,1,47,1,-1,-1,0,56,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,20,2,30,1,47,1,-1,-1,0,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,2,20,3,31,6,17,1,1,24076,1,18,47,97,97,15,54,56,63,0,0,0,0,0,0,0,0,0,937813496
22,2,2,20,4,32,7,15,1,1,24076,1,20,52,97,97,15,54,56,63,1,1,3,1,2,30,1,15,54,937813496
23,2,2,20,5,33,7,14,1,1,23100,1,18,45,160,144,15,54,56,63,0,0,0,0,0,0,0,0,0,937813496
24,0,0,22,1,35,1,46,1,-1,-1,0,28,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,22,2,36,3,38,1,-1,22119,0,43,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1,22,3,37,7,15,1,1,24076,1,18,53,256,256,28,64,43,94,0,0,0,0,0,0,0,0,0,412710524
27,1,1,22,4,38,7,12,1,1,23100,1,22,51,203,203,28,64,43,94,0,0,0,0,0,0,0,0,0,412710524
28,1,1,22,5,39,7,10,1,1,23762,1,16,44,104,104,28,64,43,94,0,0,0,0,0,0,0,0,0,412710524
29,0,0,22,1,35,1,46,1,-1,-1,0,54,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,22,2,36,3,38,1,-1,22119,0,43,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,1,22,3,37,7,15,1,1,24076,1,18,53,256,256,43,94,54,64,0,0,0,0,0,0,0,0,0,330455200
32,2,1,22,4,38,7,12,1,1,23100,1,22,51,203,203,43,94,54,64,0,0,0,0,0,0,0,0,0,330455200
33,2,1,22,5,39,7,10,1,1,23762,1,16,44,104,104,43,94,54,64,0,0,0,0,0,0,0,0,0,330455200
34,0,0,25,1,46,4,31,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,25,2,47,1,36,1,-1,-1,0,48,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,1,25,3,48,7,12,1,1,26241,1,19,49,1306,1306,48,72,0,0,0,0,0,0,0,0,0,0,0,340367780
37,1,1,25,4,49,6,16,1,1,24209,1,17,48,130,130,48,72,0,0,0,0,0,0,0,0,0,0,0,340367780
38,1,1,25,5,50,7,14,1,1,23535,1,17,26,127,134,48,72,0,0,0,0,0,0,0,0,0,0,0,340367780
39,0,0,25,1,46,4,31,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,25,2,47,1,36,1,-1,-1,0,48,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2,1,25,3,48,7,12,1,1,26241,1,19,49,1306,1306,48,72,0,0,0,0,0,0,0,0,0,0,0,98482288
42,2,1,25,4,49,6,16,1,1,24209,1,17,48,130,130,48,72,0,0,0,0,0,0,0,0,0,0,0,98482288
43,2,1,25,5,50,7,14,1,1,23535,1,17,26,127,134,48,72,0,0,0,0,0,0,0,0,0,0,0,98482288
44,0,0,29,1,55,1,35,1,-1,-1,0,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,29,2,56,2,34,1,-1,-1,0,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,28,29,3,57,7,8,1,1,23316,1,20,47,117,117,22,52,22,61,1,1,1,1,2,56,2,22,52,659481623
47,1,28,29,4,58,7,6,1,1,23535,1,22,53,127,134,22,52,22,61,0,0,0,0,0,0,0,0,0,659481623
48,1,28,29,5,59,8,3,1,2,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659481623
49,1,28,29,6,60,8,2,1,2,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659481623
50,1,28,29,7,61,8,2,1,2,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659481623
51,1,28,29,8,62,8,0,1,2,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659481623
52,0,0,29,1,55,1,35,1,-1,-1,0,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,29,2,56,2,34,1,-1,-1,0,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2,1,29,3,57,7,8,1,1,23316,1,20,47,117,117,22,52,22,61,0,0,0,0,0,0,0,0,0,29614064
55,2,1,29,4,58,7,6,1,1,23535,1,22,53,127,134,22,52,22,61,0,0,0,0,0,0,0,0,0,29614064
56,2,1,29,5,59,8,3,1,2,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29614064
57,2,1,29,6,60,8,2,1,2,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29614064
58,2,1,29,7,61,8,2,1,2,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29614064
59,2,1,29,8,62,8,0,1,2,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29614064
60,0,0,46,1,91,1,30,1,-1,-1,0,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,46,2,92,4,28,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,30,46,3,93,7,7,1,2,22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958559621
63,1,30,46,4,94,8,5,1,1,22118,1,21,38,55,55,0,0,19,67,1,1,1,2,1,91,1,19,67,958559621
64,0,0,46,1,91,1,30,1,-1,-1,0,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,46,2,92,4,28,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2,1,46,3,93,7,7,1,2,22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20908579
67,2,1,46,4,94,8,5,1,1,22118,1,21,38,55,55,0,0,19,67,0,0,0,0,0,0,0,0,0,20908579
68,0,0,50,1,101,1,39,1,-1,-1,0,13,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,50,2,102,3,38,1,-1,22121,0,30,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,31,50,3,103,7,7,2,1,21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880770253
71,1,31,50,4,104,8,4,1,1,22119,1,19,35,55,55,13,53,30,57,2,1,1,2,2,102,3,30,57,880770253
72,0,0,50,1,101,1,39,1,-1,-1,0,13,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,50,2,102,3,38,1,-1,22121,0,30,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2,1,50,3,103,7,7,2,1,21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420528239
75,2,1,50,4,104,8,4,1,1,22119,1,19,35,55,55,30,57,13,53,0,0,0,0,0,0,0,0,0,420528239
76,0,0,61,1,119,4,29,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,61,2,120,4,29,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,1,61,3,121,7,10,1,1,23316,1,22,46,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,93828667
79,1,1,61,4,122,7,9,1,1,23410,1,22,49,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,93828667
80,0,0,61,1,119,4,29,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,61,2,120,4,29,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2,7,61,3,121,7,10,1,1,23316,1,22,46,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,343196938
83,2,7,61,4,122,7,9,1,1,23410,1,22,49,86,86,0,0,0,0,2,1,2,1,1,119,4,0,0,343196938
84,0,0,69,1,137,4,34,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,69,2,138,1,33,1,-1,-1,0,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1,1,69,3,139,7,6,1,1,23316,1,18,48,169,169,21,60,0,0,0,0,0,0,0,0,0,0,0,64417223
87,1,1,69,4,140,7,14,1,1,25142,1,23,46,378,378,21,60,0,0,0,0,0,0,0,0,0,0,0,64417223
88,0,0,69,1,137,4,34,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,69,2,138,1,33,1,-1,-1,0,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2,31,69,3,139,7,6,1,1,23316,1,18,48,169,169,21,60,0,0,0,0,0,0,0,0,0,0,0,603086567
91,2,31,69,4,140,7,14,1,1,25142,1,23,46,378,378,21,60,0,0,2,1,1,2,1,137,4,0,0,603086567
92,0,0,78,1,160,1,38,1,-1,-1,0,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,78,2,161,4,38,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1,29,78,3,162,7,14,1,1,23762,1,22,50,18,18,0,0,16,57,2,1,1,1,2,161,4,0,0,803817694
95,0,0,78,1,160,1,38,1,-1,-1,0,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,78,2,161,4,38,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,2,29,78,3,162,7,14,1,1,23762,1,22,50,18,18,0,0,16,57,2,1,1,1,2,161,4,0,0,830866359
98,0,0,79,1,163,1,37,1,-1,-1,0,34,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,1,79,2,164,7,15,1,1,24076,1,24,59,150,150,34,76,0,0,0,0,0,0,0,0,0,0,0,759179592
100,1,1,79,3,165,7,13,1,1,23410,1,21,47,39,39,34,76,0,0,0,0,0,0,0,0,0,0,0,759179592
101,0,0,79,1,163,1,37,1,-1,-1,0,34,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2,1,79,2,164,7,15,1,1,24076,1,24,59,150,150,34,76,0,0,0,0,0,0,0,0,0,0,0,178305019
103,2,1,79,3,165,7,13,1,1,23410,1,21,47,39,39,34,76,0,0,0,0,0,0,0,0,0,0,0,178305019
104,0,0,80,1,166,1,53,1,-1,-1,0,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,80,2,167,2,53,1,-1,-1,0,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,30,80,3,168,6,16,1,1,24076,1,18,49,150,150,23,47,14,50,1,1,1,2,1,166,1,14,50,801710670
107,0,0,80,1,166,1,53,1,-1,-1,0,14,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,80,2,167,2,53,1,-1,-1,0,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2,30,80,3,168,6,16,1,1,24076,1,18,49,150,150,23,47,14,50,1,1,1,2,1,166,1,14,50,782160319
110,0,0,84,1,178,1,29,1,-1,22118,0,18,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,1,84,2,179,7,12,1,1,25067,1,19,48,671,671,18,85,0,0,0,0,0,0,0,0,0,0,0,206811358
112,0,0,84,3,180,1,35,3,-1,25485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,84,1,178,1,29,1,-1,22118,0,60,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2,1,84,2,179,7,12,1,1,25067,1,19,48,671,671,60,85,0,0,0,0,0,0,0,0,0,0,0,359524070
115,0,0,84,3,180,1,35,3,-1,25485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,85,1,181,1,45,1,-1,-1,0,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,85,2,182,1,45,1,-1,-1,0,13,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,1,85,3,183,8,6,1,1,23543,1,18,55,71,71,18,53,13,54,0,0,0,0,0,0,0,0,0,47946213
119,0,0,85,1,181,1,45,1,-1,-1,0,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,85,2,182,1,45,1,-1,-1,0,13,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2,1,85,3,183,8,6,1,1,23543,1,18,55,71,71,18,53,13,54,0,0,0,0,0,0,0,0,0,102070132
122,0,0,86,1,184,1,45,1,-1,25485,0,19,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,86,2,185,1,51,1,-1,-1,0,18,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1,1,86,3,186,7,11,1,1,26623,1,13,49,2127,2127,19,54,18,70,0,0,0,0,0,0,0,0,0,723313340
125,0,0,86,1,184,1,45,1,-1,25485,0,19,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,86,2,185,1,51,1,-1,-1,0,54,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2,1,86,3,186,7,11,1,1,26623,1,13,49,2127,2127,19,54,54,70,0,0,0,0,0,0,0,0,0,298441445
128,0,0,94,1,203,1,45,1,-1,-1,0,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,94,2,204,1,41,1,-1,-1,0,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,1,94,3,205,6,16,1,1,22046,1,21,40,643,643,23,55,17,52,0,0,0,0,0,0,0,0,0,233649551
131,1,1,94,4,206,7,13,1,1,26241,1,15,47,1224,1224,23,55,17,52,0,0,0,0,0,0,0,0,0,233649551
132,0,0,94,1,203,1,45,1,-1,-1,0,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,94,2,204,1,41,1,-1,-1,0,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2,1,94,3,205,6,16,1,1,22046,1,21,40,643,643,48,55,17,52,0,0,0,0,0,0,0,0,0,338207151
135,2,1,94,4,206,7,13,1,1,26241,1,15,47,1224,1224,48,55,17,52,0,0,0,0,0,0,0,0,0,338207151
136,0,0,103,1,223,2,44,1,-1,-1,0,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,103,2,224,1,49,1,-1,-1,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,1,103,3,225,7,14,1,1,21858,1,24,53,582,582,21,53,15,30,0,0,0,0,0,0,0,0,0,3743158
139,1,1,103,4,226,7,9,1,1,21813,1,23,51,126,126,21,53,15,30,0,0,0,0,0,0,0,0,0,3743158
140,0,0,103,1,223,2,44,1,-1,-1,0,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,0,103,2,224,1,49,1,-1,-1,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2,28,103,3,225,7,14,1,1,21858,1,24,53,582,582,21,53,15,30,0,0,0,0,0,0,0,0,0,304783873
143,2,28,103,4,226,7,9,1,1,21813,1,23,51,126,126,21,53,15,30,1,1,1,1,1,223,2,21,53,304783873
144,0,0,104,1,227,4,31,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,1,104,2,228,7,9,1,1,21031,1,17,48,1322,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,423530872
146,0,0,104,3,229,4,24,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,104,1,227,4,31,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2,1,104,2,228,7,9,1,1,21031,1,17,48,1322,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,187150622
149,0,0,104,3,229,4,24,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,106,1,232,1,38,1,-1,-1,0,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,106,2,233,1,40,1,-1,-1,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,106,3,234,2,20,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,106,4,235,2,19,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,1,106,5,236,6,18,1,1,25142,1,18,44,501,501,26,60,10,55,0,0,0,0,0,0,0,0,0,283020745
155,1,1,106,6,237,6,16,1,1,22046,1,17,48,1316,1316,26,60,10,55,0,0,0,0,0,0,0,0,0,283020745
156,0,0,106,1,232,1,38,1,-1,-1,0,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,106,2,233,1,40,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,106,3,234,2,20,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,106,4,235,2,19,1,-1,-1,0,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2,1,106,5,236,6,18,1,1,25142,1,18,44,501,501,26,60,24,59,0,0,0,0,0,0,0,0,0,95402082
161,2,1,106,6,237,6,16,1,1,22046,1,17,48,1316,1316,26,60,24,59,0,0,0,0,0,0,0,0,0,95402082
162,0,0,115,1,251,1,28,1,-1,-1,0,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,115,2,252,1,30,1,-1,-1,0,18,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1,1,115,3,253,7,8,3,1,21051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82554361
165,1,1,115,4,254,8,3,1,1,23403,1,20,47,91,91,18,87,13,57,0,0,0,0,0,0,0,0,0,82554361
166,0,0,115,1,251,1,28,1,-1,-1,0,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,115,2,252,1,30,1,-1,-1,0,47,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2,1,115,3,253,7,8,3,1,21051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538385554
169,2,1,115,4,254,8,3,1,1,23403,1,20,47,91,91,47,87,13,57,0,0,0,0,0,0,0,0,0,538385554
170,0,0,120,1,264,2,44,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,120,2,265,4,39,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,120,3,266,1,19,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1,1,120,4,267,6,18,1,1,21811,1,19,49,578,578,0,0,0,0,0,0,0,0,0,0,0,0,0,417350863
174,0,0,120,1,264,2,44,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,120,2,265,4,39,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,120,3,266,1,19,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2,1,120,4,267,6,18,1,1,21811,1,19,49,578,578,0,0,0,0,0,0,0,0,0,0,0,0,0,788620188
178,0,0,121,1,268,4,56,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,121,2,269,5,87,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,121,3,270,1,50,1,-1,-1,0,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,1,1,121,4,271,6,18,1,1,25235,1,15,43,417,417,44,71,0,0,0,0,0,0,0,0,0,0,0,757009067
182,0,0,121,1,268,4,56,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,121,2,269,5,87,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,121,3,270,1,50,1,-1,-1,0,44,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2,1,121,4,271,6,18,1,1,25235,1,15,43,417,417,44,71,0,0,0,0,0,0,0,0,0,0,0,95334
186,0,0,126,1,282,1,36,1,-1,-1,0,17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,126,2,283,1,36,1,-1,-1,0,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1,6,126,3,284,6,17,1,1,21811,1,19,47,185,185,22,54,17,59,0,0,0,0,0,0,0,0,0,396196500
189,1,6,126,4,285,7,8,1,1,21027,1,20,49,992,992,22,54,17,59,1,1,2,1,2,283,1,22,54,396196500
190,0,0,126,1,282,1,36,1,-1,-1,0,17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,126,2,283,1,36,1,-1,-1,0,49,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2,1,126,3,284,6,17,1,1,21811,1,19,47,185,185,49,54,17,59,0,0,0,0,0,0,0,0,0,95058856
193,2,1,126,4,285,7,8,1,1,21027,1,20,49,992,992,49,54,17,59,0,0,0,0,0,0,0,0,0,95058856
194,0,0,128,1,290,1,35,1,-1,-1,0,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,128,2,291,1,36,1,-1,-1,0,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1,29,128,3,292,7,13,1,2,21938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906921271
197,1,29,128,4,293,7,9,1,1,21813,1,18,58,195,195,19,55,27,56,2,1,1,1,2,291,1,19,55,906921271
198,0,0,128,1,290,1,35,1,-1,-1,0,27,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,128,2,291,1,36,1,-1,-1,0,35,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2,1,128,3,292,7,13,1,2,21938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116520300
201,2,1,128,4,293,7,9,1,1,21813,1,18,58,195,195,35,55,27,56,0,0,0,0,0,0,0,0,0,116520300
202,0,0,130,1,295,2,35,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,130,2,296,1,35,1,-1,-1,0,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,7,130,3,297,7,12,1,1,21813,1,20,48,195,195,0,0,27,73,2,1,2,1,1,295,2,0,0,482636898
205,1,7,130,4,298,7,8,1,1,21811,1,18,47,185,185,0,0,27,73,0,0,0,0,0,0,0,0,0,482636898
206,0,0,130,1,295,2,35,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,130,2,296,1,35,1,-1,-1,0,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2,1,130,3,297,7,12,1,1,21813,1,20,48,195,195,0,0,27,73,0,0,0,0,0,0,0,0,0,509528791
209,2,1,130,4,298,7,8,1,1,21811,1,18,47,185,185,0,0,27,73,0,0,0,0,0,0,0,0,0,509528791
210,0,0,135,1,308,1,27,1,-1,-1,0,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,135,2,309,2,26,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1,1,135,3,310,8,3,1,1,21748,1,21,33,403,403,23,59,0,0,0,0,0,0,0,0,0,0,0,142456147
213,0,0,135,1,308,1,27,1,-1,-1,0,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,135,2,309,2,26,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2,1,135,3,310,8,3,1,1,21748,1,21,33,403,403,23,59,0,0,0,0,0,0,0,0,0,0,0,797694473
216,0,0,140,1,320,1,34,1,-1,-1,0,16,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1,28,140,2,321,8,4,1,1,25321,1,18,55,431,431,16,53,0,0,1,1,1,1,1,320,1,16,53,287921944
218,0,0,140,1,320,1,34,1,-1,-1,0,16,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2,28,140,2,321,8,4,1,1,25321,1,18,55,431,431,16,53,0,0,1,1,1,1,1,320,1,16,53,548499517
220,0,0,144,1,328,1,50,1,-1,-1,0,14,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
