uniqueid,jointTripNum,hhid,pnum,userClass,tourNum,tourSubTourNum,personTripNum,tourTripNum,mainTourTripNum,subTourTripNum,jointTourNum,jointTripRole,direction,obBundleNum,ibBundleNum,escortingRole,jointSpecEvtTour,party,origTaz,origMaz,destTaz,destMaz,origPurp,destPurp,mode,prelimDepartInterval,finalDepartMinute,tripDistance,prelimArriveInterval,finalArriveMinute,activityMinutesAtDest,pnrParkTaz,pnrParkMaz, vot
4,0,998,3,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 3 ]",17,23643,382,22548,72,15,4,21,302.10097476701054,2.63,21,306.84,545.80,0,0,13.409418953936576
5,0,998,3,1,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",382,22548,382,22548,15,15,14,58,854.8209759877137,0.25,58,859.82,-1.68,0,0,13.409418953936576
6,0,998,3,1,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 3 ]",382,22548,196,21984,15,73,4,58,860.3209759877137,1.81,58,863.55,3.21,0,0,13.409418953936576
7,0,998,3,1,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 3 ]",196,21984,148,22211,73,0,4,59,868.9409711049012,2.14,59,872.89,554.93,0,0,13.409418953936576
1,0,999,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22216,200,22316,0,71,1,44,655.1459860385976,0.88,44,657.07,224.27,0,0,9.465086249175075
2,0,999,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",200,22316,146,22821,71,8,1,59,878.6859640659413,1.35,59,881.79,7.25,0,0,9.465086249175075
3,0,999,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",146,22821,148,22216,8,0,1,59,886.3859762729726,1.88,60,890.58,542.07,0,0,9.465086249175075
1,0,1000,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,39,24826,0,1,1,19,277.0196874345394,5.56,20,288.61,572.93,0,0,7.631907235922853
2,0,1000,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",39,24826,134,23208,1,62,1,58,862.0196874345394,5.16,59,874.83,2.03,0,0,7.631907235922853
3,0,1000,1,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",134,23208,200,22316,62,9,1,59,877.3396947587581,2.48,59,882.98,3.84,0,0,7.631907235922853
4,0,1000,1,2,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",200,22316,148,22266,9,0,1,60,887.2997167314144,0.88,60,889.18,540.34,0,0,7.631907235922853
5,1,1000,2,2,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 2,4,5,3 ]",148,22266,393,22335,0,412,3,18,262.0196874345394,6.83,19,272.28,7.92,0,0,15.813979670813263
6,2,1000,2,2,1,0,2,2,2,0,0,0,1,1,0,1,0,"[ 2,5,3 ]",393,22335,154,21811,412,412,3,19,280.67969109664875,13.79,21,295.58,17.20,0,0,15.813979670813263
7,3,1000,2,2,1,0,3,3,3,0,0,0,1,1,0,1,0,"[ 2,3 ]",154,21811,123,22046,412,412,3,21,313.2596776689144,12.75,23,328.24,15.04,0,0,15.813979670813263
8,0,1000,2,2,1,0,4,4,4,0,0,0,1,0,0,0,0,"[ 2 ]",123,22046,145,22113,412,1,1,23,343.7596776689144,8.06,25,355.27,476.27,0,0,15.813979670813263
9,0,1000,2,2,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 2 ]",145,22113,148,22266,1,0,1,56,832.0196874345394,1.85,56,835.73,10.81,0,0,15.813979670813263
10,0,1000,2,3,2,0,6,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",148,22266,207,22179,0,5,1,57,847.0196874345394,1.41,57,849.86,-11.14,0,0,11.949513687870583
11,0,1000,2,3,2,0,7,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",207,22179,148,22266,5,0,1,56,839.1996801103206,1.41,57,842.04,587.48,0,0,11.949513687870583
12,1,1000,3,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 2,4,5,3 ]",148,22266,393,22335,0,412,4,18,262.0196874345394,6.83,19,272.28,7.92,0,0,22.645721278626475
13,2,1000,3,3,1,0,2,2,2,0,0,0,1,1,0,2,0,"[ 2,5,3 ]",393,22335,154,21811,412,412,4,19,280.67969109664875,13.79,21,295.58,17.20,0,0,22.645721278626475
14,3,1000,3,3,1,0,3,3,3,0,0,0,1,1,0,2,0,"[ 2,3 ]",154,21811,123,22046,412,3,4,21,313.2596776689144,12.75,23,328.24,398.30,0,0,22.645721278626475
15,0,1000,3,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 3 ]",123,22046,148,22266,3,0,4,49,727.0196874345394,5.48,50,737.51,692.01,0,0,22.645721278626475
16,1,1000,4,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 2,4,5,3 ]",148,22266,393,22335,0,3,4,18,262.0196874345394,6.83,19,272.28,424.26,0,0,9.763837031498241
17,0,1000,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",393,22335,148,22266,3,0,4,47,697.0196874345394,6.83,48,709.97,719.55,0,0,9.763837031498241
18,1,1000,5,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 2,4,5,3 ]",148,22266,393,22335,0,412,4,18,262.0196874345394,6.83,19,272.28,7.92,0,0,53.58871498043436
19,2,1000,5,3,1,0,2,2,2,0,0,0,1,1,0,2,0,"[ 2,5,3 ]",393,22335,154,21811,412,3,4,19,280.67969109664875,13.79,21,295.58,415.96,0,0,53.58871498043436
20,0,1000,5,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 5 ]",154,21811,148,22266,3,0,4,48,712.0196874345394,4.30,49,719.48,710.04,0,0,53.58871498043436
1,0,1001,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,205,25176,0,42,2,13,191.00525761222926,7.28,14,202.97,61.99,0,0,10.175413256222932
2,0,1001,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",205,25176,148,22266,42,0,2,18,261.4452600536355,7.28,19,272.96,26.56,0,0,10.175413256222932
3,0,1001,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,18,22250,0,61,1,20,296.00525761222923,1.12,20,298.55,-6.27,0,0,10.175413256222932
4,0,1001,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",18,22250,148,22266,61,0,1,20,288.76526737785423,1.12,20,291.29,23.23,0,0,10.175413256222932
5,0,1001,1,2,3,0,5,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,444,444,0,1,1,21,311.00525761222923,11.07,22,325.94,348.58,0,0,13.724848434713524
6,0,1001,1,2,3,0,6,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",444,444,148,22266,1,0,1,45,671.0052576122292,10.99,46,691.89,252.63,0,0,13.724848434713524
7,0,1001,1,3,4,0,7,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,66,25124,0,9,1,63,941.0052576122292,5.80,64,956.24,94.64,0,0,10.175413256222932
8,0,1001,1,3,4,0,8,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",66,25124,203,22028,9,8,1,70,1047.3652429637918,10.39,71,1064.99,11.67,0,0,10.175413256222932
9,0,1001,1,3,4,0,9,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",203,22028,18,22250,8,9,1,72,1073.1452722606668,2.81,72,1077.53,9.75,0,0,10.175413256222932
10,0,1001,1,3,4,0,10,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",18,22250,148,22266,9,0,1,73,1083.7652673778543,1.12,73,1086.28,347.23,0,0,10.175413256222932
11,0,1001,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",148,22266,18,22250,0,5,1,33,491.00525761222923,1.12,33,493.60,42.88,0,0,7.053830881939557
12,0,1001,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",18,22250,18,22250,5,5,1,36,532.9652185497292,0.20,36,533.48,8.40,0,0,7.053830881939557
13,0,1001,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",18,22250,18,22250,5,72,1,36,538.3652429637917,0.20,36,538.88,8.40,0,0,7.053830881939557
14,0,1001,2,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",18,22250,148,22266,72,0,1,37,543.7652673778542,1.12,37,546.37,887.14,0,0,7.053830881939557
15,0,1001,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",148,22266,155,21813,0,3,17,20,296.00525761222923,2.63,20,300.59,493.93,0,0,14.659250610329478
16,0,1001,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",155,21813,148,22266,3,0,17,53,791.0052576122292,2.63,53,795.79,637.72,0,0,14.659250610329478
17,1,1001,4,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 5,4 ]",148,22266,384,23100,0,3,4,18,266.00525761222923,1.81,18,270.77,433.75,0,0,7.61367551172506
18,0,1001,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",384,23100,148,22266,3,0,4,47,701.0052576122292,1.81,47,705.68,727.83,0,0,7.61367551172506
19,1,1001,5,2,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 5,4 ]",148,22266,384,23100,0,412,2,18,266.00525761222923,1.81,18,270.77,7.37,0,0,8.35559207921858
20,0,1001,5,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 5 ]",384,23100,134,23283,412,62,1,19,274.62525272941673,0.84,19,276.69,8.13,0,0,8.35559207921858
21,0,1001,5,2,1,0,3,3,3,0,0,0,1,0,0,0,0,"[ 5 ]",134,23283,147,22458,62,1,1,19,281.305245405198,2.45,19,286.39,313.13,0,0,8.35559207921858
22,0,1001,5,2,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 5 ]",147,22458,148,22266,1,0,1,40,596.0052576122292,1.17,40,598.52,166.00,0,0,8.35559207921858
23,0,1001,5,2,2,0,5,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",148,22266,147,22458,0,1,1,51,761.0052576122292,1.17,51,763.53,225.99,0,0,8.35559207921858
24,0,1001,5,2,2,0,6,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",147,22458,148,22266,1,0,1,66,986.0052576122292,1.17,66,988.51,445.00,0,0,8.35559207921858
1,0,1002,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,451,451,0,1,2,19,271.6775639051331,16.98,21,294.99,615.87,0,0,11.336409909383775
2,0,1002,1,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",451,451,148,22266,1,0,2,62,916.6775639051331,16.98,64,943.91,11.95,0,0,11.336409909383775
3,0,1002,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,157,21545,0,9,2,65,961.6775639051331,4.47,66,969.96,106.96,0,0,10.840405459879937
4,0,1002,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",157,21545,148,22266,9,0,2,73,1082.7376224988832,4.47,74,1091.01,333.17,0,0,10.840405459879937
5,0,1002,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",148,22266,155,21813,0,3,17,23,331.6775639051331,2.63,23,336.26,409.60,0,0,3.989882669041538
6,0,1002,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",155,21813,200,22261,3,73,17,51,751.6775639051331,2.11,51,755.72,-0.64,0,0,3.989882669041538
7,0,1002,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",200,22261,148,22266,73,0,17,52,760.8975346082581,0.88,52,762.78,661.40,0,0,3.989882669041538
8,0,1002,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",148,22266,199,22121,0,3,14,23,331.6775639051331,0.76,23,346.88,158.98,0,0,2.958253374328839
9,0,1002,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",199,22121,148,22266,3,0,14,35,511.6775639051331,0.76,35,526.88,897.30,0,0,2.958253374328839
10,0,1002,5,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",148,22266,18,22327,0,3,14,20,286.6775639051331,1.12,20,309.08,526.78,0,0,5.253512706060065
11,0,1002,5,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",18,22327,148,22266,3,0,14,57,841.6775639051331,1.12,57,864.08,560.10,0,0,5.253512706060065
1,0,1003,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,118,22167,0,42,3,16,228.32440780016907,2.36,16,233.31,0.55,0,0,4.191432733482288
2,0,1003,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",118,22167,18,22250,42,62,3,17,238.0444090208722,4.01,17,243.78,3.10,0,0,4.191432733482288
3,0,1003,1,1,1,0,3,3,3,0,0,0,1,0,0,0,0,"[ 1 ]",18,22250,204,23685,62,1,3,18,251.06441329333313,8.95,19,264.50,289.64,0,0,4.191432733482288
4,0,1003,1,3,1,1,4,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",204,23685,67,24954,1,9,3,38,558.3244078001691,3.65,38,563.82,25.52,0,0,3.0423913370388256
5,0,1003,1,3,1,1,5,2,0,2,0,0,2,0,0,0,0,"[ 1 ]",67,24954,204,23685,9,1,3,40,593.5244200072003,3.65,41,599.34,344.80,0,0,3.0423913370388256
6,0,1003,1,1,1,0,6,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",204,23685,148,22266,1,0,3,64,948.3244078001691,8.10,65,966.04,23.10,0,0,4.191432733482288
7,1,1003,1,3,2,0,7,1,1,0,1,1,1,0,0,0,0,"[ 1,5 ]",148,22266,165,23109,0,9,3,67,993.3244078001691,2.74,67,998.82,84.42,0,0,3.0423913370388256
8,2,1003,1,3,2,0,8,2,2,0,1,1,2,0,0,0,0,"[ 1,5 ]",165,23109,207,22179,9,5,3,73,1087.4243833861065,3.83,74,1095.82,0.08,0,0,3.0423913370388256
9,3,1003,1,3,2,0,9,3,3,0,1,1,2,0,0,0,0,"[ 1,5 ]",207,22179,163,23403,5,9,3,74,1100.084417565794,4.45,75,1110.82,-1.02,0,0,3.0423913370388256
10,4,1003,1,3,2,0,10,4,4,0,1,1,2,0,0,0,0,"[ 1,5 ]",163,23403,18,22270,9,5,3,75,1113.9844419798565,2.19,75,1118.82,0.36,0,0,3.0423913370388256
11,5,1003,1,3,2,0,11,5,5,0,1,1,2,0,0,0,0,"[ 1,5 ]",18,22270,136,22795,5,5,3,76,1123.364446862669,0.93,76,1124.82,1.22,0,0,3.0423913370388256
12,6,1003,1,3,2,0,12,6,6,0,1,1,2,0,0,0,0,"[ 1,5 ]",136,22795,141,22345,5,6,3,76,1130.2244322142315,0.73,76,1130.82,1.68,0,0,3.0423913370388256
13,7,1003,1,3,2,0,13,7,7,0,1,1,2,0,0,0,0,"[ 1,5 ]",141,22345,148,22266,6,0,3,77,1136.6843931517315,0.82,77,1137.82,46.32,0,0,3.0423913370388256
14,0,1003,1,3,3,0,14,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,78,24140,0,8,1,80,1188.324407800169,5.05,81,1202.35,71.99,0,0,3.0423913370388256
15,0,1003,1,3,3,0,15,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",78,24140,148,22266,8,0,1,86,1278.524358972044,4.90,87,1291.92,133.90,0,0,3.0423913370388256
16,8,1003,2,3,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 2,4,5 ]",148,22266,109,23587,0,411,3,19,273.32440780016907,3.17,19,280.54,-0.06,0,0,7.840830516519402
17,9,1003,2,3,1,0,2,2,2,0,0,0,1,1,0,1,0,"[ 2,5 ]",109,23587,154,21811,411,411,2,20,284.6644041380597,8.05,21,297.01,4.57,0,0,7.840830516519402
18,0,1003,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",154,21811,194,22474,411,8,1,21,305.7644102415753,4.95,22,313.09,3.39,0,0,7.840830516519402
19,0,1003,2,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",194,22474,148,22189,8,42,1,22,320.6644041380597,0.83,22,322.48,-3.84,0,0,7.840830516519402
20,0,1003,2,3,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 2 ]",154,21811,148,22266,42,0,2,22,322.82440780016907,4.30,23,330.13,1095.69,0,0,7.840830516519402
21,0,1003,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",148,22266,123,22046,0,3,17,17,243.32440780016907,5.48,18,253.77,435.37,0,0,3.6522270422904985
22,0,1003,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",123,22046,148,22266,3,0,17,47,693.3244078001691,5.48,48,703.85,721.97,0,0,3.6522270422904985
23,8,1003,4,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 2,4,5 ]",148,22266,109,23587,0,3,4,19,273.32440780016907,3.17,19,280.54,408.60,0,0,2.5993361474683905
24,0,1003,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",109,23587,148,22266,3,0,4,47,693.3244078001691,3.17,47,702.69,723.13,0,0,2.5993361474683905
25,8,1003,5,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 2,4,5 ]",148,22266,109,23587,0,411,4,19,273.32440780016907,3.17,19,280.54,-0.06,0,0,4.631057355079787
26,9,1003,5,3,1,0,2,2,2,0,0,0,1,1,0,2,0,"[ 2,5 ]",109,23587,154,21811,411,3,4,20,284.6644041380597,8.05,21,297.01,437.13,0,0,4.631057355079787
27,0,1003,5,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 5 ]",154,21811,148,22266,3,0,4,50,738.3244078001691,4.30,51,745.75,183.39,0,0,4.631057355079787
28,0,1003,5,3,2,0,4,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",148,22266,17,23643,0,73,4,63,933.3244078001691,3.39,63,940.96,-8.60,0,0,4.631057355079787
29,0,1003,5,3,2,0,5,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",17,23643,148,22266,73,0,4,63,936.5443785032941,3.39,64,944.21,44.93,0,0,4.631057355079787
30,1,1003,5,3,3,0,6,1,1,0,1,2,1,0,0,0,0,"[ 1,5 ]",148,22266,165,23109,0,9,4,67,993.3244078001691,2.74,67,998.82,84.42,0,0,4.631057355079787
31,2,1003,5,3,3,0,7,2,2,0,1,2,2,0,0,0,0,"[ 1,5 ]",165,23109,207,22179,9,5,4,73,1087.4243833861065,3.83,74,1095.82,0.08,0,0,4.631057355079787
32,3,1003,5,3,3,0,8,3,3,0,1,2,2,0,0,0,0,"[ 1,5 ]",207,22179,163,23403,5,9,4,74,1100.084417565794,4.45,75,1110.82,-1.02,0,0,4.631057355079787
33,4,1003,5,3,3,0,9,4,4,0,1,2,2,0,0,0,0,"[ 1,5 ]",163,23403,18,22270,9,5,4,75,1113.9844419798565,2.19,75,1118.82,0.36,0,0,4.631057355079787
34,5,1003,5,3,3,0,10,5,5,0,1,2,2,0,0,0,0,"[ 1,5 ]",18,22270,136,22795,5,5,4,76,1123.364446862669,0.93,76,1124.82,1.22,0,0,4.631057355079787
35,6,1003,5,3,3,0,11,6,6,0,1,2,2,0,0,0,0,"[ 1,5 ]",136,22795,141,22345,5,6,4,76,1130.2244322142315,0.73,76,1130.82,1.68,0,0,4.631057355079787
36,7,1003,5,3,3,0,12,7,7,0,1,2,2,0,0,0,0,"[ 1,5 ]",141,22345,148,22266,6,0,4,77,1136.6843931517315,0.82,77,1137.82,288.00,0,0,4.631057355079787
1,0,1004,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,195,22321,0,1,1,49,733.0405157778526,1.21,49,735.61,122.97,0,0,17.833410168978027
2,0,1004,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",195,22321,148,22266,1,0,1,57,853.0405157778526,1.21,57,855.61,77.97,0,0,17.833410168978027
3,0,1004,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22266,58,24879,0,42,2,62,928.0405157778526,5.27,63,942.28,35.76,0,0,17.155210806057745
4,0,1004,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",58,24879,148,22266,42,0,2,65,972.5005377505089,5.27,66,986.57,448.97,0,0,17.155210806057745
5,1,1004,2,3,1,0,1,1,1,0,1,1,1,0,0,0,0,"[ 2,3 ]",148,22266,143,22476,0,9,3,1,13.040515777852695,1.39,1,15.54,139.86,0,0,24.93385370583049
6,2,1004,2,3,1,0,2,2,2,0,1,1,2,0,0,0,0,"[ 2,3 ]",143,22476,207,22179,9,9,3,10,149.8605078432824,1.07,10,151.54,11.00,0,0,24.93385370583049
7,3,1004,2,3,1,0,3,3,3,0,1,1,2,0,0,0,0,"[ 2,3 ]",207,22179,196,22045,9,5,3,11,157.00050723293083,2.33,11,160.54,11.66,0,0,24.93385370583049
8,4,1004,2,3,1,0,4,4,4,0,1,1,2,0,0,0,0,"[ 2,3 ]",196,22045,196,21863,5,5,3,11,166.6605108950402,0.19,11,166.54,11.04,0,0,24.93385370583049
9,5,1004,2,3,1,0,5,5,5,0,1,1,2,0,0,0,0,"[ 2,3 ]",196,21863,18,22250,5,5,3,12,172.0405157778527,1.33,12,173.54,11.70,0,0,24.93385370583049
10,6,1004,2,3,1,0,6,6,6,0,1,1,2,0,0,0,0,"[ 2,3 ]",18,22250,147,22458,5,5,3,12,179.70051943996208,0.50,12,180.54,10.70,0,0,24.93385370583049
11,7,1004,2,3,1,0,7,7,7,0,1,1,2,0,0,0,0,"[ 2,3 ]",147,22458,148,22266,5,0,3,13,185.70051943996208,1.17,13,187.54,341.04,0,0,24.93385370583049
12,0,1004,2,3,2,0,8,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",148,22266,206,22394,0,9,1,35,523.0405157778526,0.61,35,524.59,20.77,0,0,24.93385370583049
13,0,1004,2,3,2,0,9,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",206,22394,146,22284,9,42,1,36,539.8204840395714,1.85,36,543.76,10.30,0,0,24.93385370583049
14,0,1004,2,3,2,0,10,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",146,22284,67,25061,42,72,2,37,548.5204962466026,6.37,38,564.24,7.56,0,0,24.93385370583049
15,0,1004,2,3,2,0,11,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",67,25061,148,22266,72,0,2,38,566.2604864809776,5.89,39,581.75,366.83,0,0,24.93385370583049
16,0,1004,2,3,3,0,12,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",148,22266,183,23202,0,8,1,63,943.0405157778526,2.17,63,948.91,140.33,0,0,24.93385370583049
17,0,1004,2,3,3,0,13,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",183,23202,148,22266,8,0,1,72,1083.7005499575403,2.17,73,1089.49,346.05,0,0,24.93385370583049
18,1,1004,3,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 2,3 ]",148,22266,143,22476,0,9,4,1,13.040515777852695,1.39,1,15.54,139.86,0,0,18.850874117670458
19,2,1004,3,3,1,0,2,2,2,0,1,2,2,0,0,0,0,"[ 2,3 ]",143,22476,207,22179,9,9,4,10,149.8605078432824,1.07,10,151.54,11.00,0,0,18.850874117670458
20,3,1004,3,3,1,0,3,3,3,0,1,2,2,0,0,0,0,"[ 2,3 ]",207,22179,196,22045,9,5,4,11,157.00050723293083,2.33,11,160.54,11.66,0,0,18.850874117670458
21,4,1004,3,3,1,0,4,4,4,0,1,2,2,0,0,0,0,"[ 2,3 ]",196,22045,196,21863,5,5,4,11,166.6605108950402,0.19,11,166.54,11.04,0,0,18.850874117670458
22,5,1004,3,3,1,0,5,5,5,0,1,2,2,0,0,0,0,"[ 2,3 ]",196,21863,18,22250,5,5,4,12,172.0405157778527,1.33,12,173.54,11.70,0,0,18.850874117670458
23,6,1004,3,3,1,0,6,6,6,0,1,2,2,0,0,0,0,"[ 2,3 ]",18,22250,147,22458,5,5,4,12,179.70051943996208,0.50,12,180.54,10.70,0,0,18.850874117670458
24,7,1004,3,3,1,0,7,7,7,0,1,2,2,0,0,0,0,"[ 2,3 ]",147,22458,148,22266,5,0,4,13,185.70051943996208,1.17,13,187.54,506.04,0,0,18.850874117670458
25,0,1004,3,3,2,0,8,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",148,22266,206,22397,0,9,14,46,688.0405157778526,0.61,46,700.24,66.20,0,0,18.850874117670458
26,0,1004,3,3,2,0,9,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",206,22397,206,22363,9,71,14,51,760.9005011294151,0.17,51,764.30,7.48,0,0,18.850874117670458
27,0,1004,3,3,2,0,10,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",206,22363,148,22266,71,73,14,51,766.2405279848839,0.61,51,778.44,-0.44,0,0,18.850874117670458
28,0,1004,3,3,2,0,11,4,4,0,0,0,2,0,0,0,0,"[ 3 ]",148,22266,148,22266,73,0,14,52,772.4604986880089,0.29,52,778.26,657.28,0,0,18.850874117670458
29,0,1004,5,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",148,22266,118,22155,0,9,4,38,568.0405157778526,2.36,38,573.18,413.92,0,0,10.893932747350716
30,0,1004,5,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",118,22155,120,22094,9,8,4,66,981.5605353091026,1.69,66,985.30,10.18,0,0,10.893932747350716
31,0,1004,5,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 5 ]",120,22094,148,22266,8,0,4,66,989.9405401919151,4.05,67,997.52,438.02,0,0,10.893932747350716
1,0,1005,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",148,22301,83,24105,0,1,1,18,267.52115543451157,6.36,19,280.60,531.94,0,0,6.529843387454243
2,0,1005,1,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",83,24105,31,22390,1,42,1,54,807.5211554345116,8.77,55,827.49,7.59,0,0,6.529843387454243
3,0,1005,1,1,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",31,22390,148,22301,42,0,2,56,830.0611334618553,5.04,56,839.82,595.20,0,0,6.529843387454243
4,1,1005,2,3,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 2,5,4 ]",148,22301,123,22046,0,411,3,18,267.52115543451157,5.48,19,277.97,10.53,0,0,7.609599205699347
5,2,1005,2,3,1,0,2,2,2,0,0,0,1,1,0,1,0,"[ 2,4 ]",123,22046,155,21813,411,411,3,19,283.4811468895897,9.32,20,296.66,15.48,0,0,7.609599205699347
6,0,1005,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",155,21813,193,22267,411,62,1,21,307.1211615380272,4.86,21,314.69,7.35,0,0,7.609599205699347
7,0,1005,2,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",123,22046,148,22301,62,0,1,21,317.02115543451157,5.48,22,327.59,364.95,0,0,7.609599205699347
8,0,1005,2,3,2,0,5,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",148,22301,123,22046,0,411,3,46,687.5211554345116,5.48,47,697.93,10.57,0,0,7.609599205699347
9,3,1005,2,3,2,0,6,2,2,0,0,0,2,0,1,1,0,"[ 2,5 ]",123,22046,148,22301,411,0,3,47,703.4811774071678,5.48,48,714.01,23.53,0,0,7.609599205699347
