hhid,pnum,tourNum,numTourTrips,numSubTours,jointTourNum,fullyJointTourRole,obBundleNum,ibBundleNum,obEscorRole,ibEscorRole,jointSpecEvtTour,origTaz,origMaz,primaryDestTaz,primaryDestMaz,tourPurpose,tourMode,prelimDepartInterval,finalDepartMinute,finalDepartBinTOdModel,prelimArriveInterval,finalArriveMinute,finalArriveBinTodModel,totalObStops,obSchEscStops,totalIbStops,ibSchEscStops,linkedSpecEv,obStopSeq,ibStopSeq
309,2,1,5,0,0,0,0,0,0,0,0,64,25485,336,26612,1,1,11,152.0,55,57,850,0,3,0,0,0,0,"[0-15-8-15-1]","[1-0]"
309,2,2,3,0,1,2,0,0,0,0,0,64,25485,66,25124,7,4,60,887.0,66,65,971,0,1,0,0,0,0,"[0-5-7]","[7-0]"
309,3,1,3,0,0,0,0,0,0,0,0,64,25485,64,25559,2,1,22,317.0,50,52,772,0,0,0,1,0,0,"[0-2]","[2-9-0]"
309,3,2,3,0,1,2,0,0,0,0,0,64,25485,66,25124,7,4,60,887.0,66,65,971,0,1,0,0,0,0,"[0-5-7]","[7-0]"
309,4,1,3,0,0,0,0,0,0,0,0,64,25485,64,25485,2,2,15,212.0,49,49,722,0,1,0,0,0,0,"[0-61-2]","[2-0]"
309,4,2,2,0,0,0,0,0,0,0,0,64,25485,67,25061,72,2,50,737.0,67,66,986,0,0,0,0,0,0,"[0-72]","[72-0]"
310,1,1,2,0,0,0,0,0,0,0,0,64,25485,59,24622,62,4,46,680.0,49,48,719,0,0,0,0,0,0,"[0-62]","[62-0]"
310,1,2,3,0,0,0,0,0,0,0,0,64,25485,138,23149,42,4,50,740.0,60,59,884,0,0,0,1,0,0,"[0-42]","[42-9-0]"
310,1,3,2,0,1,1,0,0,0,0,0,64,25485,360,26383,9,3,64,950.0,73,72,1079,0,0,0,0,0,0,"[0-9]","[9-0]"
310,2,1,2,0,0,0,0,0,0,0,0,64,25485,392,25443,42,4,27,395.0,27,26,389,0,0,0,0,0,0,"[0-42]","[42-0]"
310,2,2,6,0,2,1,0,0,0,0,0,64,25485,174,25163,5,3,33,485.0,56,55,824,0,0,0,4,0,0,"[0-5]","[5-5-7-7-6-0]"
310,2,3,2,0,1,2,0,0,0,0,0,64,25485,360,26383,9,4,64,950.0,73,72,1079,0,0,0,0,0,0,"[0-9]","[9-0]"
310,3,1,6,0,2,2,0,0,0,0,0,64,25485,174,25163,5,4,33,485.0,56,55,824,0,0,0,4,0,0,"[0-5]","[5-5-7-7-6-0]"
310,3,2,2,0,1,2,0,0,0,0,0,64,25485,360,26383,9,4,64,950.0,73,72,1079,0,0,0,0,0,0,"[0-9]","[9-0]"
310,5,1,6,0,2,2,0,0,0,0,0,64,25485,174,25163,5,4,33,485.0,56,55,824,0,0,0,4,0,0,"[0-5]","[5-5-7-7-6-0]"
310,6,1,6,0,2,2,0,0,0,0,0,64,25485,174,25163,5,4,33,485.0,56,55,824,0,0,0,4,0,0,"[0-5]","[5-5-7-7-6-0]"
310,6,2,2,0,1,2,0,0,0,0,0,64,25485,360,26383,9,4,64,950.0,73,72,1079,0,0,0,0,0,0,"[0-9]","[9-0]"
311,1,1,3,0,0,0,0,0,0,0,0,65,25346,84,24696,1,1,9,124.0,68,68,1019,0,1,0,0,0,0,"[0-5-1]","[1-0]"
312,2,1,2,0,0,0,0,0,0,0,0,65,25346,174,25163,61,1,28,409.0,38,37,553,0,0,0,0,0,0,"[0-61]","[61-0]"
313,2,1,3,0,0,0,0,0,0,0,0,65,25346,65,25448,42,3,26,382.0,28,28,406,0,0,0,1,0,0,"[0-42]","[42-61-0]"
314,1,1,3,0,0,0,0,0,0,0,0,65,25346,193,22267,8,1,27,394.0,69,68,1019,0,0,0,1,0,0,"[0-8]","[8-72-0]"
317,1,1,2,0,0,0,0,0,0,0,0,65,25346,64,25485,2,1,59,876.0,66,66,984,0,0,0,0,0,0,"[0-2]","[2-0]"
317,2,1,3,0,0,0,0,0,0,0,0,65,25346,65,25346,42,4,25,366.0,36,36,526,0,0,0,1,0,0,"[0-42]","[42-61-0]"
318,1,1,2,0,0,0,0,0,0,0,0,65,25346,50,25640,8,4,0,0.0,6,5,69,0,0,0,0,0,0,"[0-8]","[8-0]"
318,1,2,6,0,1,1,0,0,0,0,0,65,25346,174,25197,5,2,18,270.0,29,28,414,0,0,0,4,0,0,"[0-5]","[5-5-5-5-5-0]"
318,2,1,2,0,0,0,0,0,0,0,0,65,25346,174,25163,61,4,16,240.0,17,16,234,0,0,0,0,0,0,"[0-61]","[61-0]"
318,2,2,6,0,1,2,0,0,0,0,0,65,25346,174,25197,5,4,18,270.0,29,28,414,0,0,0,4,0,0,"[0-5]","[5-5-5-5-5-0]"
318,2,3,2,0,0,0,0,0,0,0,0,65,25346,59,24621,62,4,35,525.0,44,43,639,0,0,0,0,0,0,"[0-62]","[62-0]"
318,2,4,2,0,0,0,0,0,0,0,0,65,25346,66,25124,9,4,59,885.0,70,69,1029,0,0,0,0,0,0,"[0-9]","[9-0]"
319,1,1,4,1,0,0,0,0,0,0,0,65,25388,52,25439,1,1,15,211.0,47,50,737,0,0,0,2,0,0,"[0-1]","[1-73-8-0]"
319,2,1,7,0,1,1,0,0,0,0,0,65,25388,174,25163,5,3,31,451.0,42,41,610,0,0,0,5,0,0,"[0-5]","[5-5-5-7-5-6-0]"
319,2,2,2,0,0,0,0,0,0,0,0,65,25388,206,22363,5,1,45,661.0,48,47,700,0,0,0,0,0,0,"[0-5]","[5-0]"
319,3,1,7,0,1,2,0,0,0,0,0,65,25388,174,25163,5,4,31,451.0,42,41,610,0,0,0,5,0,0,"[0-5]","[5-5-5-7-5-6-0]"
319,4,1,7,0,1,2,0,0,0,0,0,65,25388,174,25163,5,4,31,451.0,42,41,610,0,0,0,5,0,0,"[0-5]","[5-5-5-7-5-6-0]"
320,1,1,2,0,0,0,0,0,0,0,0,65,25389,174,25163,5,1,14,199.0,18,17,254,0,0,0,0,0,0,"[0-5]","[5-0]"
320,1,2,4,0,0,0,0,0,0,0,0,65,25389,60,24521,15,1,26,379.0,57,57,854,0,1,0,1,0,0,"[0-15-15]","[15-15-0]"
320,2,1,3,0,0,0,0,0,0,0,0,65,25389,64,25559,1,1,18,259.0,42,43,633,0,0,0,1,0,0,"[0-1]","[1-5-0]"
321,2,1,2,0,0,0,0,0,0,0,0,65,25410,86,24701,1,1,17,253.0,54,55,819,0,0,0,0,0,0,"[0-1]","[1-0]"
321,2,2,2,0,0,0,0,0,0,0,0,65,25410,58,24878,61,1,57,853.0,59,59,877,0,0,0,0,0,0,"[0-61]","[61-0]"
321,3,1,5,0,0,0,0,0,0,0,0,65,25410,64,25485,2,14,36,538.0,43,45,669,0,0,0,3,0,0,"[0-2]","[2-72-9-8-0]"
321,4,1,3,0,0,0,0,0,0,0,0,65,25410,64,25555,2,1,21,313.0,51,52,778,0,0,0,1,0,0,"[0-2]","[2-73-0]"
321,4,2,2,0,0,0,0,0,0,0,0,65,25410,172,25193,8,1,72,1078.0,79,79,1177,0,0,0,0,0,0,"[0-8]","[8-0]"
322,3,1,2,0,0,0,0,0,0,0,0,65,25410,87,25067,3,17,23,338.0,52,53,782,0,0,0,0,0,0,"[0-3]","[3-0]"
322,4,1,4,0,0,0,0,0,0,0,0,65,25410,358,26241,3,17,15,218.0,52,54,808,0,0,0,2,0,0,"[0-3]","[3-8-9-0]"
323,1,1,4,1,0,0,0,0,0,0,0,65,25410,101,22333,1,2,30,446.0,65,68,1015,0,0,0,2,0,0,"[0-1]","[1-9-8-0]"
324,1,1,2,0,0,0,0,0,0,0,0,65,25410,65,25410,1,1,21,313.0,59,59,885,0,0,0,0,0,0,"[0-1]","[1-0]"
324,1,2,2,0,0,0,0,0,0,0,0,65,25410,67,25061,73,3,62,928.0,66,66,983,0,0,0,0,0,0,"[0-73]","[73-0]"
325,1,1,4,0,0,0,0,0,0,0,0,65,25448,65,25499,15,1,47,700.0,53,54,806,0,0,0,2,0,0,"[0-15]","[15-15-73-0]"
325,2,1,2,0,0,0,0,0,0,0,0,65,25448,57,24306,62,1,25,370.0,26,26,379,0,0,0,0,0,0,"[0-62]","[62-0]"
325,2,2,2,0,0,0,0,0,0,0,0,65,25448,479,479,1,1,27,400.0,63,65,962,0,0,0,0,0,0,"[0-1]","[1-0]"
326,1,1,2,0,0,0,0,0,0,0,0,65,25448,42,24356,1,1,18,269.0,51,52,774,0,0,0,0,0,0,"[0-1]","[1-0]"
327,1,1,4,0,0,0,0,0,0,0,0,65,25448,59,24662,1,2,18,270.0,55,55,822,0,1,0,1,0,0,"[0-9-1]","[1-8-0]"
328,3,1,3,0,0,0,0,0,0,0,0,65,25448,139,22876,9,1,24,357.0,28,28,412,0,0,0,1,0,0,"[0-9]","[9-8-0]"
328,3,2,2,0,0,0,0,0,0,0,0,65,25448,67,25061,9,1,61,912.0,73,73,1087,0,0,0,0,0,0,"[0-9]","[9-0]"
329,1,1,4,0,0,0,0,0,0,0,0,65,25449,66,25124,71,2,28,419.0,32,32,473,0,0,0,2,0,0,"[0-71]","[71-42-42-0]"
329,1,2,4,0,1,1,0,0,0,0,0,65,25449,174,25163,5,2,33,494.0,38,38,563,0,0,0,2,0,0,"[0-5]","[5-5-7-0]"
329,1,3,5,0,2,1,0,0,0,0,0,65,25449,59,24650,6,2,47,704.0,53,53,788,0,0,0,3,0,0,"[0-6]","[6-6-5-7-0]"
329,1,4,2,0,0,0,0,0,0,0,0,65,25449,65,25346,42,2,62,929.0,64,64,953,0,0,0,0,0,0,"[0-42]","[42-0]"
329,1,5,2,0,0,0,0,0,0,0,0,65,25449,65,25346,8,14,66,989.0,68,68,1013,0,0,0,0,0,0,"[0-8]","[8-0]"
329,2,1,2,0,0,0,0,0,0,0,0,65,25449,87,25067,3,17,22,329.0,49,50,742,0,0,0,0,0,0,"[0-3]","[3-0]"
329,3,1,4,0,1,2,0,0,0,0,0,65,25449,174,25163,5,4,33,494.0,38,38,563,0,0,0,2,0,0,"[0-5]","[5-5-7-0]"
329,4,1,5,0,2,2,0,0,0,0,0,65,25449,59,24650,6,4,47,704.0,53,53,788,0,0,0,3,0,0,"[0-6]","[6-6-5-7-0]"
330,1,1,2,0,0,0,0,0,0,0,0,65,25451,108,23352,1,1,15,212.0,52,53,788,0,0,0,0,0,0,"[0-1]","[1-0]"
330,1,2,3,0,0,0,0,0,0,0,0,65,25451,65,25346,9,1,57,842.0,59,58,866,0,0,0,1,0,0,"[0-9]","[9-62-0]"
331,1,1,6,0,0,0,0,0,0,0,0,65,25462,106,22352,61,4,28,408.0,56,55,822,0,0,0,4,0,0,"[0-61]","[61-72-9-61-8-0]"
331,1,2,2,0,0,0,0,0,0,0,0,65,25462,480,480,1,1,58,858.0,95,96,1436,0,0,0,0,0,0,"[0-1]","[1-0]"
332,1,1,2,1,0,0,0,0,0,0,0,65,25462,380,21878,1,4,12,179.0,55,58,856,0,0,0,0,0,0,"[0-1]","[1-0]"
333,1,1,3,0,0,0,0,0,0,0,0,65,25462,66,25060,72,4,32,471.0,45,44,660,0,0,0,1,0,0,"[0-72]","[72-8-0]"
333,2,1,2,0,0,0,0,0,0,0,0,65,25462,163,23403,8,4,33,486.0,55,54,810,0,0,0,0,0,0,"[0-8]","[8-0]"
334,1,1,2,0,0,0,0,0,0,0,0,65,25462,14,23663,1,2,18,258.0,60,60,900,0,0,0,0,0,0,"[0-1]","[1-0]"
336,1,1,2,0,0,0,0,0,0,0,0,65,25462,100,22983,1,1,19,275.0,55,56,832,0,0,0,0,0,0,"[0-1]","[1-0]"
337,2,1,2,0,0,0,0,0,0,0,0,65,25499,39,24826,1,1,17,245.0,59,60,889,0,0,0,0,0,0,"[0-1]","[1-0]"
338,1,1,3,0,0,0,0,0,0,0,0,69,25056,107,22917,42,4,39,571.0,43,42,626,0,0,0,1,0,0,"[0-42]","[42-5-0]"
338,2,1,2,0,0,0,0,0,0,0,0,69,25056,121,21949,42,2,12,166.0,13,12,176,0,0,0,0,0,0,"[0-42]","[42-0]"
338,2,2,2,0,0,0,0,0,0,0,0,69,25056,444,444,1,1,14,196.0,52,53,781,0,0,0,0,0,0,"[0-1]","[1-0]"
338,2,3,2,0,0,0,0,0,0,0,0,69,25056,18,22250,5,1,65,961.0,69,68,1016,0,0,0,0,0,0,"[0-5]","[5-0]"
338,2,4,2,0,0,0,0,0,0,0,0,69,25056,174,25163,5,1,71,1051.0,74,73,1091,0,0,0,0,0,0,"[0-5]","[5-0]"
339,1,1,7,0,0,0,0,0,0,0,0,69,25056,23,23411,15,1,10,144.0,45,46,685,0,1,0,4,0,0,"[0-15-15]","[15-15-15-15-73-0]"
339,3,1,2,0,0,0,0,0,0,0,0,69,25056,87,25067,3,17,17,249.0,50,50,748,0,0,0,0,0,0,"[0-3]","[3-0]"
340,1,1,2,0,0,0,0,0,0,0,0,69,25056,47,25357,8,1,3,34.0,20,19,283,0,0,0,0,0,0,"[0-8]","[8-0]"
340,1,2,2,0,0,0,0,0,0,0,0,69,25056,466,466,1,1,25,364.0,60,62,928,0,0,0,0,0,0,"[0-1]","[1-0]"
340,1,3,3,0,0,0,0,0,0,0,0,69,25056,391,25405,9,1,67,994.0,72,71,1063,0,0,0,1,0,0,"[0-9]","[9-9-0]"
340,2,1,2,0,0,0,0,0,0,0,0,69,25056,57,24712,61,1,20,289.0,21,20,298,0,0,0,0,0,0,"[0-61]","[61-0]"
340,2,2,2,0,0,0,0,0,0,0,0,69,25056,59,24650,1,1,24,349.0,46,46,684,0,0,0,0,0,0,"[0-1]","[1-0]"
340,2,3,2,0,0,0,0,0,0,0,0,69,25056,59,24650,1,1,61,904.0,81,81,1209,0,0,0,0,0,0,"[0-1]","[1-0]"
340,3,1,2,0,0,0,0,0,0,0,0,69,25056,87,25067,3,14,17,244.0,59,59,877,0,0,0,0,0,0,"[0-3]","[3-0]"
341,1,1,5,0,0,0,0,0,0,0,0,71,25623,57,24659,15,4,2,25.0,14,15,216,0,1,0,2,0,0,"[0-15-15]","[15-15-15-0]"
341,1,2,2,0,0,0,0,0,0,0,0,71,25623,134,23155,62,3,38,565.0,47,47,695,0,0,0,0,0,0,"[0-62]","[62-0]"
341,2,1,3,0,0,0,0,0,0,0,0,71,25623,108,23337,1,4,15,220.0,51,53,794,0,0,0,1,0,0,"[0-1]","[1-5-0]"
341,3,1,2,0,0,0,0,0,0,0,0,71,25623,44,25235,3,17,18,265.0,47,48,716,0,0,0,0,0,0,"[0-3]","[3-0]"
342,1,1,2,0,0,0,0,0,0,0,0,71,25711,67,25061,73,1,63,944.0,72,72,1074,0,0,0,0,0,0,"[0-73]","[73-0]"
343,1,1,4,0,0,0,0,0,0,0,0,72,25622,14,23758,42,3,26,376.0,38,37,550,0,0,0,2,0,0,"[0-42]","[42-71-8-0]"
343,2,1,2,0,0,0,0,0,0,0,0,72,25622,56,24451,3,17,18,256.0,69,69,1031,0,0,0,0,0,0,"[0-3]","[3-0]"
343,3,1,2,0,0,0,0,0,0,0,0,72,25622,336,26623,3,17,16,226.0,53,55,818,0,0,0,0,0,0,"[0-3]","[3-0]"
344,2,1,5,0,0,0,0,0,0,0,0,72,25627,59,24621,62,4,41,614.0,56,56,833,0,0,0,3,0,0,"[0-62]","[62-61-9-73-0]"
345,2,1,2,0,0,0,0,0,0,0,0,73,25465,66,25124,9,1,29,423.0,48,47,702,0,0,0,0,0,0,"[0-9]","[9-0]"
345,2,2,4,0,0,0,0,0,0,0,0,73,25465,120,22094,9,1,65,963.0,75,74,1107,0,0,0,2,0,0,"[0-9]","[9-8-62-0]"
346,1,1,2,0,0,0,0,0,0,0,0,73,25545,479,479,1,1,28,410.0,52,53,790,0,0,0,0,0,0,"[0-1]","[1-0]"
346,1,2,2,0,0,0,0,0,0,0,0,73,25545,23,23410,42,2,59,875.0,63,62,929,0,0,0,0,0,0,"[0-42]","[42-0]"
346,2,1,4,0,0,0,0,0,0,0,0,73,25545,101,22333,1,1,8,110.0,52,53,787,0,2,0,0,0,0,"[0-71-9-1]","[1-0]"
347,1,1,2,0,0,0,0,0,0,0,0,73,25669,60,24653,1,1,16,228.0,57,58,860,0,0,0,0,0,0,"[0-1]","[1-0]"
347,2,1,3,1,0,0,0,0,0,0,0,73,25669,57,24754,1,1,18,258.0,36,37,550,0,0,0,1,0,0,"[0-1]","[1-73-0]"
351,2,1,4,0,0,0,1,0,1,0,0,76,23855,116,22752,15,2,17,244.0,60,60,893,0,1,1,1,0,0,"[0-412-15]","[15-15-0]"
351,2,2,2,0,0,0,0,0,0,0,0,76,23855,150,22128,1,1,61,904.0,87,87,1302,0,0,0,0,0,0,"[0-1]","[1-0]"
351,3,1,3,0,0,0,0,0,0,0,0,76,23855,53,24076,3,14,17,244.0,46,46,680,0,1,0,0,0,0,"[0-8-3]","[3-0]"
351,3,2,2,0,0,0,0,0,0,0,0,76,23855,53,24076,3,14,55,814.0,70,70,1040,0,0,0,0,0,0,"[0-3]","[3-0]"
351,3,3,2,0,0,0,0,0,0,0,0,76,23855,18,22250,5,2,71,1054.0,74,73,1093,0,0,0,0,0,0,"[0-5]","[5-0]"
351,3,4,2,0,0,0,0,0,0,0,0,76,23855,170,24670,9,1,76,1129.0,82,81,1213,0,0,0,0,0,0,"[0-9]","[9-0]"
351,4,1,2,0,0,0,0,0,0,0,0,76,23855,53,24076,3,14,21,304.0,49,49,725,0,0,0,0,0,0,"[0-3]","[3-0]"
351,5,1,2,0,0,0,1,0,2,0,0,76,23855,78,24009,3,4,17,244.0,43,43,635,0,0,0,0,0,0,"[0-3]","[3-0]"
354,1,1,2,0,0,0,0,0,0,0,0,76,23925,174,25197,5,1,45,671.0,46,46,680,0,0,0,0,0,0,"[0-5]","[5-0]"
354,1,2,2,0,0,0,0,0,0,0,0,76,23925,174,25163,5,1,67,1001.0,72,72,1070,0,0,0,0,0,0,"[0-5]","[5-0]"
354,2,1,2,0,0,0,0,0,0,0,0,76,23925,467,467,1,1,6,86.0,54,57,842,0,0,0,0,0,0,"[0-1]","[1-0]"
354,2,2,2,0,0,0,0,0,0,0,0,76,23925,174,25163,5,1,60,896.0,64,64,950,0,0,0,0,0,0,"[0-5]","[5-0]"
355,1,1,2,0,0,0,1,0,1,0,0,77,23970,384,23100,411,2,20,298.0,21,21,314,0,0,0,0,0,0,"[0-411]","[411-0]"
355,1,2,4,0,0,0,2,0,1,0,0,77,23970,56,24451,411,2,22,328.0,23,24,348,0,0,0,2,0,0,"[0-411]","[411-8-9-0]"
355,3,1,2,0,0,0,0,0,0,0,0,77,23970,87,25067,3,17,16,238.0,46,47,697,0,0,0,0,0,0,"[0-3]","[3-0]"
355,3,2,6,0,0,0,0,0,0,0,0,77,23970,174,25197,5,4,63,943.0,73,73,1088,0,0,0,4,0,0,"[0-5]","[5-9-9-62-8-0]"
355,4,1,2,0,0,0,2,0,2,0,0,77,23970,56,24451,3,4,22,328.0,40,40,600,0,0,0,0,0,0,"[0-3]","[3-0]"
355,5,1,2,0,0,0,1,0,2,0,0,77,23970,384,23100,3,4,20,298.0,49,50,738,0,0,0,0,0,0,"[0-3]","[3-0]"
356,1,1,3,0,0,0,0,1,0,1,0,77,24002,66,25124,1,2,14,196.0,52,52,766,0,0,0,1,1,0,"[0-1]","[1-412-0]"
356,3,1,2,0,0,0,0,1,0,2,0,77,24002,78,24009,3,4,22,316.0,52,52,766,0,0,0,0,0,0,"[0-3]","[3-0]"
357,1,1,3,0,0,0,0,0,0,0,0,77,24002,58,24879,42,3,38,569.0,54,54,803,0,0,0,1,0,0,"[0-42]","[42-62-0]"
357,1,2,2,0,1,1,0,0,0,0,0,77,24002,178,23542,7,3,62,929.0,75,75,1118,0,0,0,0,0,0,"[0-7]","[7-0]"
357,2,1,2,0,0,0,0,0,0,0,0,77,24002,444,444,1,1,13,194.0,48,49,731,0,0,0,0,0,0,"[0-1]","[1-0]"
357,3,1,3,0,0,0,0,0,0,0,0,77,24002,66,25060,9,14,21,314.0,30,30,443,0,0,0,1,0,0,"[0-9]","[9-72-0]"
357,3,2,4,0,0,0,0,0,0,0,0,77,24002,97,23836,8,3,32,479.0,46,46,683,0,0,0,2,0,0,"[0-8]","[8-9-42-0]"
357,3,3,3,0,2,1,0,0,0,0,0,77,24002,164,23042,8,3,48,719.0,55,55,818,0,1,0,0,0,0,"[0-7-8]","[8-0]"
357,3,4,2,0,1,2,0,0,0,0,0,77,24002,178,23542,7,4,62,929.0,75,75,1118,0,0,0,0,0,0,"[0-7]","[7-0]"
357,4,1,2,0,0,0,0,0,0,0,0,77,24002,92,23756,61,14,38,569.0,50,50,743,0,0,0,0,0,0,"[0-61]","[61-0]"
357,4,2,2,0,1,2,0,0,0,0,0,77,24002,178,23542,7,4,62,929.0,75,75,1118,0,0,0,0,0,0,"[0-7]","[7-0]"
357,5,1,4,0,0,0,0,0,0,0,0,77,24002,134,23155,62,2,47,704.0,51,51,758,0,0,0,2,0,0,"[0-62]","[62-9-42-0]"
357,6,1,3,0,2,2,0,0,0,0,0,77,24002,164,23042,8,4,48,719.0,55,55,818,0,1,0,0,0,0,"[0-7-8]","[8-0]"
357,6,2,2,0,1,2,0,0,0,0,0,77,24002,178,23542,7,4,62,929.0,75,75,1118,0,0,0,0,0,0,"[0-7]","[7-0]"
357,7,1,2,0,0,0,0,0,0,0,0,77,24002,92,23756,61,14,27,404.0,41,41,608,0,0,0,0,0,0,"[0-61]","[61-0]"
357,7,2,3,0,2,2,0,0,0,0,0,77,24002,164,23042,8,4,48,719.0,55,55,818,0,1,0,0,0,0,"[0-7-8]","[8-0]"
357,7,3,2,0,1,2,0,0,0,0,0,77,24002,178,23542,7,4,62,929.0,75,75,1118,0,0,0,0,0,0,"[0-7]","[7-0]"
357,8,1,3,0,0,0,0,0,0,0,0,77,24002,66,25124,73,3,55,824.0,61,61,908,0,0,0,1,0,0,"[0-73]","[73-9-0]"
357,8,2,2,0,1,2,0,0,0,0,0,77,24002,178,23542,7,4,62,929.0,75,75,1118,0,0,0,0,0,0,"[0-7]","[7-0]"
357,9,1,2,0,0,0,0,0,0,0,0,77,24002,18,22250,9,4,46,689.0,56,56,833,0,0,0,0,0,0,"[0-9]","[9-0]"
358,1,1,2,0,0,0,0,0,0,0,0,77,24002,14,23772,1,1,33,494.0,67,68,1007,0,0,0,0,0,0,"[0-1]","[1-0]"
359,1,1,3,0,0,0,0,0,0,0,0,78,24001,186,23441,71,1,27,391.0,54,53,791,0,0,0,1,0,0,"[0-71]","[71-61-0]"
359,2,1,2,0,0,0,0,0,0,0,0,78,24001,145,22113,72,1,27,391.0,37,36,536,0,0,0,0,0,0,"[0-72]","[72-0]"
359,2,2,6,0,0,0,0,0,0,0,0,78,24001,184,23343,9,4,61,901.0,70,69,1031,0,0,0,4,0,0,"[0-9]","[9-42-73-42-8-0]"
360,2,1,2,0,0,0,0,0,0,0,0,78,24001,66,25124,3,4,20,291.0,31,31,459,0,0,0,0,0,0,"[0-3]","[3-0]"
361,2,1,2,0,0,0,0,0,0,0,0,78,24001,393,22335,3,17,12,174.0,47,48,707,0,0,0,0,0,0,"[0-3]","[3-0]"
361,2,2,7,0,1,2,0,0,0,0,0,78,24001,134,23159,6,4,51,759.0,63,63,933,0,3,0,2,0,0,"[0-6-6-6-6]","[6-5-7-0]"
361,4,1,4,0,0,0,0,0,0,0,0,78,24001,67,25061,9,2,21,309.0,49,49,723,0,0,0,2,0,0,"[0-9]","[9-8-9-0]"
361,4,2,7,0,1,1,0,0,0,0,0,78,24001,134,23159,6,2,51,759.0,63,63,933,0,3,0,2,0,0,"[0-6-6-6-6]","[6-5-7-0]"
362,1,1,2,0,0,0,0,0,0,0,0,78,24003,18,22250,61,3,20,298.0,21,21,307,0,0,0,0,0,0,"[0-61]","[61-0]"
362,1,2,4,0,0,0,1,0,1,0,0,78,24003,106,22352,1,3,23,343.0,32,33,488,0,2,1,0,0,0,"[0-412-61-1]","[1-0]"
362,1,3,2,0,0,0,0,0,0,0,0,78,24003,106,22352,1,1,45,673.0,57,58,863,0,0,0,0,0,0,"[0-1]","[1-0]"
362,2,1,2,0,0,0,1,0,2,0,0,78,24003,94,23540,3,4,23,343.0,52,52,779,0,0,0,0,0,0,"[0-3]","[3-0]"
363,1,1,2,0,0,0,0,0,0,0,0,78,24003,134,23283,62,1,41,602.0,46,45,672,0,0,0,0,0,0,"[0-62]","[62-0]"
363,1,2,2,0,0,0,0,0,0,0,0,78,24003,120,22094,9,1,59,872.0,73,72,1077,0,0,0,0,0,0,"[0-9]","[9-0]"
363,2,1,2,0,0,0,0,0,0,0,0,78,24003,67,25061,72,4,36,527.0,44,43,642,0,0,0,0,0,0,"[0-72]","[72-0]"
366,1,1,3,0,0,0,0,0,0,0,0,78,24067,120,22094,1,1,21,313.0,55,56,836,0,0,0,1,0,0,"[0-1]","[1-8-0]"
366,1,2,2,0,0,0,0,0,0,0,0,78,24067,67,25061,9,1,61,913.0,67,67,997,0,0,0,0,0,0,"[0-9]","[9-0]"
366,2,1,2,0,0,0,0,0,0,0,0,78,24067,134,23283,62,1,26,388.0,30,30,442,0,0,0,0,0,0,"[0-62]","[62-0]"
366,2,2,7,0,1,1,0,0,0,0,0,78,24067,174,25163,5,2,31,463.0,47,47,697,0,1,0,4,0,0,"[0-6-5]","[5-7-7-7-5-0]"
366,3,1,7,0,1,2,0,0,0,0,0,78,24067,174,25163,5,4,31,463.0,47,47,697,0,1,0,4,0,0,"[0-6-5]","[5-7-7-7-5-0]"
367,2,1,2,0,0,0,0,0,0,0,0,78,24135,204,24123,1,4,19,278.0,57,57,853,0,0,0,0,0,0,"[0-1]","[1-0]"
368,1,1,5,1,0,0,1,0,1,0,0,78,24136,66,25099,1,3,19,279.0,60,60,897,0,3,2,0,0,0,"[0-412-412-9-1]","[1-0]"
368,2,1,3,0,0,0,0,0,0,0,0,78,24136,64,25485,2,1,58,864.0,66,67,1005,0,0,0,1,0,0,"[0-2]","[2-8-0]"
368,3,1,3,0,0,0,1,0,2,0,0,78,24136,97,23836,3,4,19,279.0,56,56,836,0,1,1,0,0,0,"[0-412-3]","[3-0]"
368,4,1,2,0,0,0,1,0,2,0,0,78,24136,173,24961,3,4,19,279.0,50,50,750,0,0,0,0,0,0,"[0-3]","[3-0]"
369,1,1,2,0,0,0,0,0,0,0,0,78,24136,103,22591,1,1,17,255.0,67,67,997,0,0,0,0,0,0,"[0-1]","[1-0]"
369,4,1,2,0,0,0,0,0,0,0,0,78,24136,56,24451,3,14,18,270.0,47,47,691,0,0,0,0,0,0,"[0-3]","[3-0]"
370,1,1,6,0,1,2,0,0,0,0,0,78,24140,61,24818,6,14,29,421.0,35,34,505,0,0,0,4,0,0,"[0-6]","[6-5-5-5-5-0]"
370,2,1,6,0,1,1,0,0,0,0,0,78,24140,61,24818,6,14,29,421.0,35,34,505,0,0,0,4,0,0,"[0-6]","[6-5-5-5-5-0]"
370,2,2,2,0,0,0,0,0,0,0,0,78,24140,207,22179,73,4,47,691.0,55,54,805,0,0,0,0,0,0,"[0-73]","[73-0]"
371,1,1,3,0,0,0,1,0,1,0,0,78,24140,53,24192,1,3,18,270.0,57,57,842,0,1,1,0,0,0,"[0-412-1]","[1-0]"
371,1,2,2,0,0,0,0,0,0,0,0,78,24140,152,21654,42,2,58,870.0,61,60,894,0,0,0,0,0,0,"[0-42]","[42-0]"
371,2,1,2,0,0,0,2,0,1,0,0,78,24140,138,23316,411,2,22,330.0,24,24,347,0,0,0,0,0,0,"[0-411]","[411-0]"
371,2,2,3,0,0,0,0,0,0,0,0,78,24140,39,24568,1,2,25,375.0,57,57,853,0,0,0,1,0,0,"[0-1]","[1-42-0]"
371,3,1,2,0,0,0,2,0,2,0,0,78,24140,138,23316,3,4,22,330.0,51,51,756,0,0,0,0,0,0,"[0-3]","[3-0]"
