hhid,pnum,tourNum,numTourTrips,numSubTours,jointTourNum,fullyJointTourRole,obBundleNum,ibBundleNum,obEscorRole,ibEscorRole,jointSpecEvtTour,origTaz,origMaz,primaryDestTaz,primaryDestMaz,tourPurpose,tourMode,prelimDepartInterval,finalDepartMinute,finalDepartBinTOdModel,prelimArriveInterval,finalArriveMinute,finalArriveBinTodModel,totalObStops,obSchEscStops,totalIbStops,ibSchEscStops,linkedSpecEv,obStopSeq,ibStopSeq
78,1,1,3,1,0,0,0,0,0,0,0,22,23655,167,24603,1,1,16,235.0,57,58,865,0,0,0,1,0,0,"[0-1]","[1-62-0]"
78,1,2,2,0,0,0,0,0,0,0,0,22,23655,385,23268,9,1,63,940.0,72,72,1069,0,0,0,0,0,0,"[0-9]","[9-0]"
78,2,1,2,0,0,0,0,0,0,0,0,22,23655,134,23208,62,1,14,205.0,15,15,214,0,0,0,0,0,0,"[0-62]","[62-0]"
78,2,2,5,0,0,0,1,0,1,0,0,22,23655,195,22321,411,3,22,325.0,23,25,363,0,0,0,3,0,0,"[0-411]","[411-42-9-42-0]"
78,2,3,4,0,0,0,0,1,0,1,0,22,23655,195,22321,411,3,49,730.0,51,51,764,0,0,0,2,0,0,"[0-411]","[411-42-42-0]"
78,3,1,4,0,0,0,1,1,2,2,0,22,23655,195,22321,3,4,22,325.0,50,51,764,0,0,0,2,0,0,"[0-3]","[3-42-42-0]"
79,1,1,2,0,0,0,0,0,0,0,0,22,23723,477,477,1,1,34,503.0,76,78,1164,0,0,0,0,0,0,"[0-1]","[1-0]"
79,1,2,4,0,0,0,0,0,0,0,0,22,23723,58,24876,42,2,83,1238.0,84,84,1248,0,0,0,2,0,0,"[0-42]","[42-42-42-0]"
79,2,1,2,0,0,0,0,0,0,0,0,22,23723,53,24076,3,14,24,353.0,59,59,881,0,0,0,0,0,0,"[0-3]","[3-0]"
79,3,1,2,0,0,0,0,0,0,0,0,22,23723,23,23410,3,14,21,308.0,47,47,699,0,0,0,0,0,0,"[0-3]","[3-0]"
80,1,1,4,0,0,0,1,1,1,1,0,22,23723,34,24151,1,2,18,257.0,49,49,725,0,1,1,1,1,0,"[0-412-1]","[1-412-0]"
80,2,1,2,0,0,0,0,0,0,0,0,22,23723,66,25113,1,4,23,332.0,46,46,684,0,0,0,0,0,0,"[0-1]","[1-0]"
80,3,1,2,0,0,0,1,1,2,2,0,22,23723,53,24076,3,4,18,257.0,49,49,725,0,0,0,0,0,0,"[0-3]","[3-0]"
81,1,1,2,0,0,0,0,0,0,0,0,22,23723,103,22755,1,1,20,298.0,29,30,443,0,0,0,0,0,0,"[0-1]","[1-0]"
81,1,2,2,0,0,0,0,0,0,0,0,22,23723,103,22755,1,1,49,733.0,69,70,1043,0,0,0,0,0,0,"[0-1]","[1-0]"
82,1,1,2,0,0,0,0,0,0,0,0,22,23770,134,23208,62,1,30,440.0,43,42,630,0,0,0,0,0,0,"[0-62]","[62-0]"
82,3,1,2,0,0,0,0,0,0,0,0,22,23770,17,23643,61,1,31,455.0,42,41,615,0,0,0,0,0,0,"[0-61]","[61-0]"
83,1,1,7,0,0,0,0,0,0,0,0,22,23770,101,22333,72,1,52,773.0,76,76,1127,0,0,0,5,0,0,"[0-72]","[72-61-61-9-8-73-0]"
84,1,1,2,1,0,0,0,0,0,0,0,22,23771,200,22234,1,1,18,256.0,58,58,860,0,0,0,0,0,0,"[0-1]","[1-0]"
84,1,2,4,0,0,0,0,0,0,0,0,22,23771,199,22118,2,1,60,886.0,85,87,1293,0,0,0,2,0,0,"[0-2]","[2-73-8-0]"
84,1,3,2,0,0,0,0,0,0,0,0,22,23771,198,22620,9,1,91,1351.0,94,93,1390,0,0,0,0,0,0,"[0-9]","[9-0]"
84,2,1,2,0,0,0,0,0,0,0,0,22,23771,87,25067,3,4,19,271.0,48,48,718,0,0,0,0,0,0,"[0-3]","[3-0]"
85,1,1,2,1,0,0,0,0,0,0,0,22,23771,165,23028,1,1,18,260.0,53,53,788,0,0,0,0,0,0,"[0-1]","[1-0]"
85,2,1,3,1,0,0,0,0,0,0,0,22,23771,76,23925,1,1,13,185.0,54,54,803,0,1,0,0,0,0,"[0-61-1]","[1-0]"
85,3,1,2,0,0,0,0,0,0,0,0,22,23771,131,23543,3,14,18,260.0,55,55,815,0,0,0,0,0,0,"[0-3]","[3-0]"
86,1,1,2,0,0,0,0,0,0,0,0,22,23773,108,23287,1,1,19,273.0,54,54,800,0,0,0,0,0,0,"[0-1]","[1-0]"
86,2,1,2,0,0,0,0,0,0,0,0,22,23773,7,23761,1,1,18,258.0,51,51,754,0,0,0,0,0,0,"[0-1]","[1-0]"
86,2,2,2,1,0,0,0,0,0,0,0,22,23773,7,23761,1,1,54,798.0,70,70,1039,0,0,0,0,0,0,"[0-1]","[1-0]"
86,3,1,3,0,0,0,0,0,0,0,0,22,23773,336,26623,3,4,13,183.0,49,52,774,0,0,0,1,0,0,"[0-3]","[3-8-0]"
86,3,2,2,0,0,0,0,0,0,0,0,22,23773,385,23268,9,14,60,888.0,67,66,987,0,0,0,0,0,0,"[0-9]","[9-0]"
87,1,1,3,0,0,0,0,0,0,0,0,22,23776,38,24324,1,4,29,432.0,64,65,975,0,0,0,1,0,0,"[0-1]","[1-73-0]"
88,1,1,4,0,0,0,0,0,0,0,0,22,23776,18,22250,61,1,36,535.0,43,43,634,0,0,0,2,0,0,"[0-61]","[61-9-5-0]"
88,1,2,4,0,0,0,0,0,0,0,0,22,23776,163,23403,8,1,58,865.0,74,74,1099,0,0,0,2,0,0,"[0-8]","[8-62-9-0]"
89,1,1,2,0,0,0,0,0,0,0,0,22,23776,467,467,1,1,25,375.0,62,64,946,0,0,0,0,0,0,"[0-1]","[1-0]"
89,1,2,3,0,0,0,0,0,0,0,0,22,23776,174,25159,5,1,64,960.0,68,67,1000,0,0,0,1,0,0,"[0-5]","[5-8-0]"
90,2,1,2,0,0,0,0,0,0,0,0,22,23804,36,24313,61,1,35,516.0,35,34,510,0,0,0,0,0,0,"[0-61]","[61-0]"
90,2,2,8,0,0,0,0,0,0,0,0,22,23804,67,25058,9,2,36,531.0,84,83,1245,0,0,0,6,0,0,"[0-9]","[9-72-42-5-42-5-62-0]"
91,1,1,3,1,0,0,0,0,0,0,0,23,23410,385,23268,1,1,16,231.0,50,51,759,0,0,0,1,0,0,"[0-1]","[1-15-0]"
91,2,1,2,0,0,0,0,0,0,0,0,23,23410,187,23715,1,1,18,261.0,53,53,788,0,0,0,0,0,0,"[0-1]","[1-0]"
93,2,1,2,0,0,0,0,0,0,0,0,23,23411,172,25243,61,1,40,588.0,43,42,628,0,0,0,0,0,0,"[0-61]","[61-0]"
94,1,1,2,0,0,0,0,0,0,0,0,23,23411,384,23063,42,2,16,237.0,16,16,232,0,0,0,0,0,0,"[0-42]","[42-0]"
94,1,2,2,0,0,0,0,0,0,0,0,23,23411,389,22300,1,1,17,252.0,52,53,783,0,0,0,0,0,0,"[0-1]","[1-0]"
94,2,1,4,0,0,0,0,0,0,0,0,23,23411,87,25183,1,1,23,342.0,49,50,746,0,2,0,0,0,0,"[0-15-15-1]","[1-0]"
94,2,2,2,0,0,0,0,0,0,0,0,23,23411,87,25183,1,1,51,762.0,60,61,911,0,0,0,0,0,0,"[0-1]","[1-0]"
94,2,3,4,0,0,0,0,0,0,0,0,23,23411,171,24618,73,2,63,942.0,65,65,967,0,0,0,2,0,0,"[0-73]","[73-42-42-0]"
94,3,1,4,0,0,0,0,0,0,0,0,23,23411,123,22046,3,17,21,312.0,40,42,618,0,1,0,1,0,0,"[0-8-3]","[3-9-0]"
94,3,2,2,0,0,0,0,0,0,0,0,23,23411,137,22847,5,1,62,927.0,71,71,1057,0,0,0,0,0,0,"[0-5]","[5-0]"
94,3,3,3,0,0,0,0,0,0,0,0,23,23411,200,22316,72,4,76,1137.0,81,81,1207,0,0,0,1,0,0,"[0-72]","[72-61-0]"
94,4,1,2,0,0,0,0,0,0,0,0,23,23411,358,26241,3,17,15,222.0,47,49,726,0,0,0,0,0,0,"[0-3]","[3-0]"
95,1,1,4,0,0,0,0,0,0,0,0,23,23414,263,20695,15,1,12,176.0,30,33,483,0,0,0,2,0,0,"[0-15]","[15-15-5-0]"
95,2,1,3,2,0,0,0,0,0,0,0,23,23414,262,20351,1,1,22,326.0,48,51,752,0,0,0,1,0,0,"[0-1]","[1-73-0]"
96,1,1,2,0,0,0,0,0,0,0,0,23,23415,385,23252,9,14,19,280.0,20,20,290,0,0,0,0,0,0,"[0-9]","[9-0]"
96,1,2,7,0,1,2,0,0,0,0,0,23,23415,18,22250,5,4,21,310.0,34,34,500,0,1,0,4,0,0,"[0-9-5]","[5-5-6-6-6-0]"
96,1,3,3,0,0,0,0,0,0,0,0,23,23415,18,22250,5,1,38,565.0,40,40,590,0,0,0,1,0,0,"[0-5]","[5-8-0]"
96,2,1,2,0,0,0,0,0,0,0,0,23,23415,165,23041,8,1,9,130.0,20,20,290,0,0,0,0,0,0,"[0-8]","[8-0]"
96,2,2,7,0,1,1,0,0,0,0,0,23,23415,18,22250,5,3,21,310.0,34,34,500,0,1,0,4,0,0,"[0-9-5]","[5-5-6-6-6-0]"
97,1,1,2,2,0,0,0,0,0,0,0,23,23418,100,22658,1,1,39,573.0,48,48,717,0,0,0,0,0,0,"[0-1]","[1-0]"
97,1,2,2,0,0,0,0,0,0,0,0,23,23418,67,25061,9,1,60,888.0,70,69,1033,0,0,0,0,0,0,"[0-9]","[9-0]"
97,1,3,2,0,0,0,0,0,0,0,0,23,23418,18,22250,8,1,71,1053.0,85,84,1258,0,0,0,0,0,0,"[0-8]","[8-0]"
97,2,1,6,0,0,0,0,0,0,0,0,23,23418,60,24653,1,1,18,258.0,65,66,987,0,1,0,3,0,0,"[0-71-1]","[1-15-15-73-0]"
98,2,1,2,0,0,0,0,0,0,0,0,23,23418,463,463,1,1,21,311.0,37,40,587,0,0,0,0,0,0,"[0-1]","[1-0]"
98,2,2,2,0,0,0,0,0,0,0,0,23,23418,147,22458,5,1,41,611.0,42,42,620,0,0,0,0,0,0,"[0-5]","[5-0]"
98,2,3,3,0,0,0,0,0,0,0,0,23,23418,97,23836,9,1,58,866.0,64,64,950,0,0,0,1,0,0,"[0-9]","[9-8-0]"
98,2,4,2,0,0,0,0,0,0,0,0,23,23418,66,25113,73,1,65,971.0,70,70,1040,0,0,0,0,0,0,"[0-73]","[73-0]"
99,1,1,2,0,0,0,0,0,0,0,0,23,23418,145,22113,5,2,34,498.0,35,34,508,0,0,0,0,0,0,"[0-5]","[5-0]"
99,1,2,4,0,0,0,0,0,0,0,0,23,23418,67,25061,1,2,39,573.0,50,50,746,0,2,0,0,0,0,"[0-42-61-1]","[1-0]"
99,1,3,2,0,0,0,0,0,0,0,0,23,23418,67,25061,1,2,54,798.0,92,92,1376,0,0,0,0,0,0,"[0-1]","[1-0]"
99,2,1,4,1,0,0,0,0,0,0,0,23,23418,137,22847,1,1,31,453.0,53,54,798,0,1,0,1,0,0,"[0-61-1]","[1-8-0]"
100,1,1,4,0,0,0,0,0,0,0,0,23,23522,134,23208,1,1,16,240.0,42,42,622,0,1,0,1,0,0,"[0-71-1]","[1-8-0]"
100,1,2,2,0,0,0,0,0,0,0,0,23,23522,20,23881,9,14,56,840.0,61,60,894,0,0,0,0,0,0,"[0-9]","[9-0]"
100,1,3,7,0,1,1,0,0,0,0,0,23,23522,18,22250,5,2,62,930.0,69,68,1014,0,0,0,5,0,0,"[0-5]","[5-5-9-5-5-5-0]"
100,2,1,2,0,0,0,0,0,0,0,0,23,23522,134,23208,62,1,36,540.0,45,44,654,0,0,0,0,0,0,"[0-62]","[62-0]"
100,2,2,2,0,0,0,0,0,0,0,0,23,23522,138,23236,9,1,56,840.0,59,58,864,0,0,0,0,0,0,"[0-9]","[9-0]"
100,2,3,7,0,1,2,0,0,0,0,0,23,23522,18,22250,5,4,62,930.0,69,68,1014,0,0,0,5,0,0,"[0-5]","[5-5-9-5-5-5-0]"
100,2,4,2,0,0,0,0,0,0,0,0,23,23522,206,22387,9,1,69,1035.0,80,79,1179,0,0,0,0,0,0,"[0-9]","[9-0]"
101,1,1,2,0,0,0,0,0,0,0,0,23,23544,250,20262,1,1,24,348.0,37,39,575,0,0,0,0,0,0,"[0-1]","[1-0]"
101,2,1,2,0,0,0,0,0,0,0,0,23,23544,29,23126,61,1,38,558.0,39,38,568,0,0,0,0,0,0,"[0-61]","[61-0]"
102,1,1,2,0,0,0,0,0,0,0,0,23,23545,18,22250,61,1,34,508.0,38,38,562,0,0,0,0,0,0,"[0-61]","[61-0]"
102,2,1,5,0,0,0,0,0,0,0,0,23,23545,17,23643,9,1,42,628.0,51,51,757,0,0,0,3,0,0,"[0-9]","[9-61-72-8-0]"
103,1,1,7,0,0,0,0,1,0,1,0,24,22237,202,22208,15,2,19,272.0,51,51,754,0,3,0,2,1,0,"[0-42-15-15-15]","[15-15-412-0]"
103,2,1,3,0,0,0,0,0,0,0,0,24,22237,187,23715,1,1,14,197.0,31,31,460,0,1,0,0,0,0,"[0-71-1]","[1-0]"
103,2,2,2,0,0,0,0,0,0,0,0,24,22237,146,22758,9,1,62,917.0,64,63,941,0,0,0,0,0,0,"[0-9]","[9-0]"
103,2,3,4,0,0,0,0,0,0,0,0,24,22237,388,21612,42,2,76,1127.0,86,85,1271,0,0,0,2,0,0,"[0-42]","[42-73-8-0]"
103,3,1,3,0,0,0,0,0,0,0,0,24,22237,296,21858,3,17,24,347.0,53,55,815,0,0,0,1,0,0,"[0-3]","[3-62-0]"
103,4,1,2,0,0,0,0,1,0,2,0,24,22237,155,21813,3,4,23,332.0,51,51,754,0,0,0,0,0,0,"[0-3]","[3-0]"
104,1,1,3,0,0,0,0,0,0,0,0,25,23023,18,22250,8,4,38,568.0,50,50,742,0,0,0,1,0,0,"[0-8]","[8-61-0]"
104,2,1,2,0,0,0,0,0,0,0,0,25,23023,336,26628,3,17,16,238.0,48,51,754,0,0,0,0,0,0,"[0-3]","[3-0]"
105,1,1,2,0,0,0,0,0,0,0,0,26,23618,184,23343,1,1,13,188.0,53,54,798,0,0,0,0,0,0,"[0-1]","[1-0]"
105,2,1,2,0,0,0,0,0,0,0,0,26,23618,18,22250,5,1,45,668.0,47,47,693,0,0,0,0,0,0,"[0-5]","[5-0]"
105,2,2,2,0,0,0,0,0,0,0,0,26,23618,476,476,1,1,50,743.0,85,87,1300,0,0,0,0,0,0,"[0-1]","[1-0]"
105,2,3,3,0,0,0,0,0,0,0,0,26,23618,119,22330,9,1,92,1373.0,95,95,1413,0,0,0,1,0,0,"[0-9]","[9-8-0]"
106,1,1,2,0,0,0,0,0,0,0,0,26,23618,473,473,1,1,26,380.0,60,62,930,0,0,0,0,0,0,"[0-1]","[1-0]"
106,2,1,2,0,0,0,0,0,0,0,0,26,23618,52,25439,1,1,11,155.0,51,52,771,0,0,0,0,0,0,"[0-1]","[1-0]"
106,4,1,4,0,0,0,0,0,0,0,0,26,23618,29,23126,1,1,25,365.0,59,60,899,0,0,0,2,0,0,"[0-1]","[1-73-8-0]"
106,5,1,2,0,0,0,0,0,0,0,0,26,23618,44,25142,3,17,18,260.0,44,44,660,0,0,0,0,0,0,"[0-3]","[3-0]"
106,5,2,3,0,0,0,0,0,0,0,0,26,23618,44,25142,3,17,46,680.0,59,60,891,0,0,0,1,0,0,"[0-3]","[3-8-0]"
106,5,3,2,0,0,0,0,0,0,0,0,26,23618,198,22899,9,2,62,920.0,68,67,1005,0,0,0,0,0,0,"[0-9]","[9-0]"
106,6,1,3,0,0,0,0,0,0,0,0,26,23618,123,22046,3,17,17,245.0,48,50,736,0,1,0,0,0,0,"[0-61-3]","[3-0]"
108,1,1,2,0,0,0,0,0,0,0,0,26,23618,467,467,1,1,27,402.0,40,42,619,0,0,0,0,0,0,"[0-1]","[1-0]"
108,1,2,2,0,0,0,0,0,0,0,0,26,23618,18,22250,5,1,64,957.0,68,68,1011,0,0,0,0,0,0,"[0-5]","[5-0]"
111,1,1,2,0,0,0,0,0,0,0,0,26,23788,207,22179,5,1,38,561.0,41,41,601,0,0,0,0,0,0,"[0-5]","[5-0]"
113,1,1,2,0,0,0,0,0,0,0,0,29,23126,18,22250,5,1,22,324.0,23,23,333,0,0,0,0,0,0,"[0-5]","[5-0]"
113,1,2,4,0,0,0,0,0,0,0,0,29,23126,115,22553,15,1,24,354.0,32,33,481,0,0,0,2,0,0,"[0-15]","[15-15-15-0]"
113,1,3,3,0,0,0,0,0,0,0,0,29,23126,15,23940,15,1,35,519.0,57,57,854,0,0,0,1,0,0,"[0-15]","[15-15-0]"
113,2,1,3,0,0,0,0,0,0,0,0,29,23126,145,22113,5,1,53,789.0,64,64,948,0,0,0,1,0,0,"[0-5]","[5-72-0]"
113,3,1,3,0,0,0,0,0,0,0,0,29,23126,17,23643,5,2,27,399.0,39,39,573,0,0,0,1,0,0,"[0-5]","[5-62-0]"
115,1,1,2,0,0,0,0,0,0,0,0,29,23126,43,24547,1,1,15,221.0,22,23,331,0,0,0,0,0,0,"[0-1]","[1-0]"
115,1,2,3,0,0,0,0,0,0,0,0,29,23126,43,24547,1,1,23,341.0,59,60,899,0,0,0,1,0,0,"[0-1]","[1-5-0]"
115,2,1,2,0,0,0,0,0,0,0,0,29,23126,108,23287,1,2,18,266.0,28,29,422,0,0,0,0,0,0,"[0-1]","[1-0]"
115,2,2,4,0,0,0,0,0,0,0,0,29,23126,108,23287,1,2,47,701.0,67,68,1007,0,2,0,0,0,0,"[0-15-15-1]","[1-0]"
115,4,1,2,0,0,0,0,0,0,0,0,29,23126,198,22823,3,14,20,296.0,47,47,705,0,0,0,0,0,0,"[0-3]","[3-0]"
116,1,1,3,0,0,0,0,0,0,0,0,29,23126,385,23234,61,1,37,543.0,38,37,552,0,0,0,1,0,0,"[0-61]","[61-61-0]"
117,1,1,6,0,0,0,0,0,0,0,0,29,23126,43,24547,1,2,11,153.0,49,51,765,0,0,0,4,0,0,"[0-1]","[1-8-9-5-42-0]"
117,2,1,4,0,0,0,0,0,0,0,0,29,23126,18,22270,1,3,21,303.0,54,54,804,0,2,0,0,0,0,"[0-61-42-1]","[1-0]"
117,3,1,2,0,0,0,0,0,0,0,0,29,23126,134,23159,62,2,33,483.0,42,41,613,0,0,0,0,0,0,"[0-62]","[62-0]"
117,3,2,3,0,0,0,0,0,0,0,0,29,23126,145,22113,1,2,49,723.0,72,72,1076,0,1,0,0,0,0,"[0-42-1]","[1-0]"
117,3,3,2,0,0,0,0,0,0,0,0,29,23126,145,22113,1,2,75,1113.0,92,92,1376,0,0,0,0,0,0,"[0-1]","[1-0]"
119,1,1,2,0,0,0,0,0,0,0,0,29,23126,174,25163,5,1,25,364.0,29,28,419,0,0,0,0,0,0,"[0-5]","[5-0]"
119,2,1,3,0,0,0,0,0,0,0,0,29,23126,196,21863,61,1,25,364.0,43,42,629,0,0,0,1,0,0,"[0-61]","[61-73-0]"
120,1,1,2,0,0,0,0,0,0,0,0,29,23402,134,23283,62,1,34,502.0,46,46,677,0,0,0,0,0,0,"[0-62]","[62-0]"
120,2,1,2,0,0,0,0,0,0,0,0,29,23402,114,22838,42,4,35,517.0,36,36,527,0,0,0,0,0,0,"[0-42]","[42-0]"
120,2,2,5,0,0,0,0,0,0,0,0,29,23402,29,23126,42,4,39,577.0,46,46,677,0,0,0,3,0,0,"[0-42]","[42-42-9-42-0]"
120,3,1,2,0,0,0,0,0,0,0,0,29,23402,67,25061,5,2,27,397.0,38,38,557,0,0,0,0,0,0,"[0-5]","[5-0]"
120,3,2,4,0,0,0,0,0,0,0,0,29,23402,59,24637,62,3,62,922.0,79,79,1172,0,0,0,2,0,0,"[0-62]","[62-9-8-0]"
120,4,1,3,0,0,0,0,0,0,0,0,29,23402,154,21811,3,2,19,277.0,49,50,745,0,0,0,1,0,0,"[0-3]","[3-72-0]"
121,3,1,3,0,0,0,0,0,0,0,0,29,23486,238,21234,1,2,42,627.0,67,69,1025,0,1,0,0,0,0,"[0-62-1]","[1-0]"
121,3,2,2,0,0,0,0,0,0,0,0,29,23486,123,21974,9,1,72,1077.0,77,77,1146,0,0,0,0,0,0,"[0-9]","[9-0]"
121,4,1,2,0,0,0,0,0,0,0,0,29,23486,44,25235,3,1,15,222.0,43,44,649,0,0,0,0,0,0,"[0-3]","[3-0]"
121,4,2,2,0,0,0,0,0,0,0,0,29,23486,18,22250,73,1,48,717.0,58,58,861,0,0,0,0,0,0,"[0-73]","[73-0]"
123,1,1,3,0,0,0,0,0,0,0,0,29,23486,134,23208,62,4,58,859.0,63,62,928,0,0,0,1,0,0,"[0-62]","[62-9-0]"
124,1,1,2,0,0,0,0,0,0,0,0,29,23521,46,25128,1,1,7,95.0,51,52,767,0,0,0,0,0,0,"[0-1]","[1-0]"
124,2,1,4,0,0,0,0,0,0,0,0,29,23521,166,24684,15,2,21,305.0,44,44,656,0,1,0,1,0,0,"[0-42-15]","[15-15-0]"
124,2,2,2,0,0,0,0,0,0,0,0,29,23521,18,22250,5,1,61,905.0,67,66,989,0,0,0,0,0,0,"[0-5]","[5-0]"
126,1,1,2,0,0,0,0,0,0,0,0,30,21938,174,25163,1,1,15,223.0,59,61,909,0,0,0,0,0,0,"[0-1]","[1-0]"
126,2,1,3,1,0,0,0,0,0,0,0,30,21938,146,22821,1,1,19,283.0,45,46,679,0,1,0,0,0,0,"[0-71-1]","[1-0]"
126,2,2,2,0,0,0,0,0,0,0,0,30,21938,146,22821,1,1,49,733.0,54,55,814,0,0,0,0,0,0,"[0-1]","[1-0]"
126,2,3,2,0,0,0,0,0,0,0,0,30,21938,165,23041,9,1,62,928.0,68,68,1013,0,0,0,0,0,0,"[0-9]","[9-0]"
126,3,1,3,0,0,0,0,0,0,0,0,30,21938,154,21811,3,1,19,283.0,47,49,722,0,0,0,1,0,0,"[0-3]","[3-9-0]"
126,3,2,3,0,0,0,0,0,0,0,0,30,21938,134,23283,62,2,55,823.0,63,63,938,0,0,0,1,0,0,"[0-62]","[62-42-0]"
126,4,1,4,0,0,0,0,0,0,0,0,30,21938,336,26628,3,4,19,283.0,49,54,808,0,0,0,2,0,0,"[0-3]","[3-73-8-0]"
127,1,1,2,0,0,0,0,0,0,0,0,30,21938,18,22250,5,1,15,214.0,17,16,238,0,0,0,0,0,0,"[0-5]","[5-0]"
127,1,2,4,1,0,0,0,0,0,0,0,30,21938,59,24697,1,1,19,274.0,54,55,815,0,2,0,0,0,0,"[0-5-61-1]","[1-0]"
127,2,1,2,0,0,0,0,0,0,0,0,30,21938,18,22270,61,2,1,4.0,8,7,103,0,0,0,0,0,0,"[0-61]","[61-0]"
127,2,2,2,0,0,0,0,0,0,0,0,30,21938,447,447,1,1,9,124.0,14,16,229,0,0,0,0,0,0,"[0-1]","[1-0]"
128,1,1,2,0,0,0,0,0,0,0,0,30,21938,467,467,1,2,27,397.0,56,58,860,0,0,0,0,0,0,"[0-1]","[1-0]"
128,2,1,2,0,0,0,1,0,1,0,0,30,21938,155,21813,411,2,18,262.0,19,19,274,0,0,0,0,0,0,"[0-411]","[411-0]"
128,2,2,4,0,0,0,0,0,0,0,0,30,21938,200,22361,15,2,20,292.0,30,30,448,0,1,0,1,0,0,"[0-42-15]","[15-15-0]"
128,2,3,3,1,0,0,0,0,0,0,0,30,21938,99,23363,1,3,33,487.0,53,55,812,0,0,0,1,0,0,"[0-1]","[1-42-0]"
128,4,1,2,0,0,0,1,0,2,0,0,30,21938,155,21813,3,4,18,262.0,58,58,865,0,0,0,0,0,0,"[0-3]","[3-0]"
130,1,1,3,0,0,0,1,0,1,0,0,30,21957,155,21813,411,2,20,296.0,21,21,311,0,0,0,1,0,0,"[0-411]","[411-5-0]"
130,1,2,3,0,1,1,0,0,0,0,0,30,21957,117,22133,9,3,52,776.0,72,72,1070,0,0,0,1,0,0,"[0-9]","[9-5-0]"
130,2,1,3,0,0,0,0,0,0,0,0,30,21957,154,21600,15,1,27,401.0,73,73,1094,0,0,0,1,0,0,"[0-15]","[15-15-0]"
130,3,1,2,0,0,0,1,0,2,0,0,30,21957,155,21813,3,4,20,296.0,48,48,719,0,0,0,0,0,0,"[0-3]","[3-0]"
130,3,2,3,0,1,2,0,0,0,0,0,30,21957,117,22133,9,4,52,776.0,72,72,1070,0,0,0,1,0,0,"[0-9]","[9-5-0]"
130,4,1,2,0,0,0,0,0,0,0,0,30,21957,154,21811,3,17,18,266.0,47,47,704,0,0,0,0,0,0,"[0-3]","[3-0]"
130,4,2,3,0,1,2,0,0,0,0,0,30,21957,117,22133,9,4,52,776.0,72,72,1070,0,0,0,1,0,0,"[0-9]","[9-5-0]"
130,4,3,2,0,0,0,0,0,0,0,0,30,21957,18,22250,8,4,74,1106.0,82,82,1220,0,0,0,0,0,0,"[0-8]","[8-0]"
132,1,1,2,0,0,0,0,0,0,0,0,30,22098,18,22250,5,1,46,690.0,50,49,729,0,0,0,0,0,0,"[0-5]","[5-0]"
133,2,1,3,0,0,0,0,0,0,0,0,31,22236,145,22113,1,1,15,213.0,48,49,722,0,0,0,1,0,0,"[0-1]","[1-73-0]"
133,3,1,2,0,0,0,0,0,0,0,0,31,22236,134,23208,62,2,47,693.0,54,53,792,0,0,0,0,0,0,"[0-62]","[62-0]"
133,3,2,3,0,0,0,0,0,0,0,0,31,22236,66,25124,9,2,57,843.0,64,63,942,0,0,0,1,0,0,"[0-9]","[9-8-0]"
135,1,1,2,1,0,0,0,0,0,0,0,31,22390,86,24701,1,2,23,332.0,61,63,935,0,0,0,0,0,0,"[0-1]","[1-0]"
135,3,1,2,0,0,0,0,0,0,0,0,31,22390,156,21748,3,4,21,302.0,33,33,490,0,0,0,0,0,0,"[0-3]","[3-0]"
136,1,1,2,0,0,0,0,0,0,0,0,32,22974,119,22330,61,4,27,399.0,51,51,753,0,0,0,0,0,0,"[0-61]","[61-0]"
137,1,1,2,0,0,0,0,0,0,0,0,33,23787,467,467,1,1,23,344.0,59,61,903,0,0,0,0,0,0,"[0-1]","[1-0]"
137,1,2,2,0,0,0,0,0,0,0,0,33,23787,114,22791,42,2,67,1004.0,70,70,1043,0,0,0,0,0,0,"[0-42]","[42-0]"
137,2,1,6,1,0,0,0,0,0,0,0,33,23787,134,23283,1,3,21,314.0,52,56,826,0,1,0,3,0,0,"[0-42-1]","[1-42-61-62-0]"
138,1,1,5,0,1,2,0,0,0,0,0,33,23787,92,23756,6,4,34,498.0,46,45,673,0,0,0,3,0,0,"[0-6]","[6-5-5-7-0]"
138,1,2,4,0,0,0,0,0,0,0,0,33,23787,199,22121,2,1,58,858.0,65,67,1000,0,0,0,2,0,0,"[0-2]","[2-8-9-0]"
138,2,1,2,0,0,0,0,0,0,0,0,33,23787,57,24306,61,1,25,363.0,33,32,478,0,0,0,0,0,0,"[0-61]","[61-0]"
138,2,2,5,0,1,1,0,0,0,0,0,33,23787,92,23756,6,2,34,498.0,46,45,673,0,0,0,3,0,0,"[0-6]","[6-5-5-7-0]"
138,2,3,2,0,0,0,0,0,0,0,0,33,23787,22,23804,8,6,64,948.0,72,71,1063,0,0,0,0,0,0,"[0-8]","[8-0]"
139,1,1,4,0,1,1,0,0,0,0,0,33,23922,134,23208,6,2,5,67.0,19,19,272,0,0,0,2,0,0,"[0-6]","[6-5-5-0]"
139,1,2,2,0,0,0,0,0,0,0,0,33,23922,473,473,1,4,26,382.0,71,73,1094,0,0,0,0,0,0,"[0-1]","[1-0]"
139,1,3,2,0,0,0,0,0,0,0,0,33,23922,196,22045,61,1,74,1102.0,76,76,1127,0,0,0,0,0,0,"[0-61]","[61-0]"
139,2,1,4,0,1,2,0,0,0,0,0,33,23922,134,23208,6,4,5,67.0,19,19,272,0,0,0,2,0,0,"[0-6]","[6-5-5-0]"
