hhid,pumsSerialNo,homeTaz,homeMaz,hhsize,numFtWorkers,numPtWorkers,numUnivStuds,numNonWorkers,nunmRetired,numDrivAgeStuds,numPreDrivStuds,numPreshcool,hhIncomeDollars,dwellingType
1443,2.007001202688E12,221,20376,2,0,0,0,0,2,0,0,0,24300,-999
1444,2.008000888832E12,221,20396,2,0,0,0,2,0,0,0,0,27000,-999
1445,2.009000050688E12,222,20151,2,1,1,0,0,0,0,0,0,75000,-999
1446,2.007000154112E12,222,20152,2,1,0,0,1,0,0,0,0,78000,-999
1447,2.009999998976E12,222,20152,5,1,0,0,1,0,0,3,0,25600,-999
1448,2.008000888832E12,222,20154,2,0,0,0,0,2,0,0,0,29800,-999
1449,2.008001019904E12,222,20154,2,0,1,0,0,1,0,0,0,27000,-999
1450,2.00900018176E12,222,20154,2,1,0,0,1,0,0,0,0,80150,-999
1451,2.01000091648E12,222,20154,2,0,1,0,1,0,0,0,0,35100,-999
1452,2.011000078336E12,222,20154,2,1,0,0,1,0,0,0,0,35800,-999
1453,2.00800141312E12,222,20162,2,1,1,0,0,0,0,0,0,40700,-999
1454,2.008000495616E12,222,20198,2,0,0,0,1,1,0,0,0,65700,-999
1455,2.008000626688E12,222,20211,2,0,0,0,0,2,0,0,0,37800,-999
1456,2.010001178624E12,222,20218,5,0,1,0,1,0,0,1,2,30900,-999
1457,2.007001202688E12,223,20216,5,1,0,0,1,0,0,2,1,54000,-999
1458,2.010000654336E12,223,20234,5,1,0,0,0,0,0,4,0,19300,-999
1459,2.008001150976E12,223,20244,3,1,1,0,0,0,0,0,1,55800,-999
1460,2.01100099584E12,224,20059,5,0,2,0,0,0,0,3,0,12600,-999
1461,2.01000091648E12,225,20143,6,0,0,0,3,0,2,1,0,37000,-999
1462,2.008000364544E12,226,20083,2,0,0,0,1,1,0,0,0,17400,-999
1463,2.008001282048E12,226,20083,2,2,0,0,0,0,0,0,0,60000,-999
1464,2.011000602624E12,226,20100,2,0,0,0,2,0,0,0,0,0,-999
1465,2.011001126912E12,226,20100,2,2,0,0,0,0,0,0,0,36000,-999
1466,2.009001099264E12,226,20102,2,0,0,0,0,2,0,0,0,20000,-999
1467,2.008001150976E12,226,20186,2,0,0,0,1,0,0,1,0,8200,-999
1468,2.010001047552E12,227,21411,1,0,0,0,0,1,0,0,0,12600,-999
1469,2.01100099584E12,227,21411,5,0,2,0,0,0,0,3,0,12600,-999
1470,2.011001257984E12,228,21245,2,1,1,0,0,0,0,0,0,28500,-999
1471,2.007000154112E12,229,21373,4,2,0,2,0,0,0,0,0,120800,-999
1472,2.007000154112E12,229,21373,1,0,1,0,0,0,0,0,0,7000,-999
1473,2.008000364544E12,229,21373,1,1,0,0,0,0,0,0,0,28000,-999
1474,2.008001282048E12,229,21373,1,0,1,0,0,0,0,0,0,20500,-999
1475,2.008000888832E12,229,21405,5,2,0,0,0,0,0,1,2,78000,-999
1476,2.009000574976E12,229,21410,5,1,0,0,1,0,0,3,0,36000,-999
1477,2.011000078336E12,229,21410,4,2,1,0,0,1,0,0,0,99800,-999
1478,2.01100034048E12,230,21318,4,1,1,0,0,0,0,2,0,46400,-999
1479,2.00700002304E12,231,21157,3,0,0,0,2,0,0,0,1,24400,-999
1480,2.011000733696E12,231,21157,3,2,0,0,0,0,0,1,0,85000,-999
1481,2.011001520128E12,232,20819,3,0,1,0,0,0,0,2,0,200,-999
1482,2.010001047552E12,232,20955,2,0,0,0,0,2,0,0,0,39400,-999
1483,2.010000130048E12,233,20980,4,2,1,0,0,0,1,0,0,91600,-999
1484,2.010000654336E12,233,21042,5,1,0,0,0,0,0,4,0,19300,-999
1485,2.007000285184E12,233,21076,1,1,0,0,0,0,0,0,0,10000,-999
1486,2.008000626688E12,234,20818,2,1,0,0,0,0,0,1,0,39000,-999
1487,2.00900018176E12,234,20939,1,0,0,0,0,0,1,0,0,8400,-999
1488,2.011000209408E12,235,21369,2,1,1,0,0,0,0,0,0,50000,-999
1489,2.011000471552E12,235,21434,3,1,0,0,0,0,0,0,2,3000,-999
1490,2.00800141312E12,236,21292,4,1,0,0,1,0,0,1,1,30100,-999
1491,2.011000078336E12,236,21292,2,1,1,0,0,0,0,0,0,47070,-999
1492,2.010000392192E12,236,21370,4,1,0,0,1,0,0,2,0,75000,-999
1493,2.008000626688E12,237,21294,2,0,0,0,1,1,0,0,0,31200,-999
1494,2.011000471552E12,237,21294,2,0,0,0,0,2,0,0,0,27900,-999
1495,2.00900018176E12,238,21119,1,0,1,0,0,0,0,0,0,58400,-999
1496,2.010000392192E12,238,21148,1,0,1,0,0,0,0,0,0,14000,-999
1497,2.007000285184E12,238,21234,1,0,1,0,0,0,0,0,0,7300,-999
1498,2.007000285184E12,238,21234,1,1,0,0,0,0,0,0,0,68000,-999
1499,2.010001440768E12,238,21234,1,0,1,0,0,0,0,0,0,37000,-999
1500,2.011000602624E12,238,21238,4,1,1,0,0,0,0,2,0,40500,-999
1501,2.0080001024E12,239,21213,4,1,0,0,1,0,0,1,1,80000,-999
1502,2.009000050688E12,239,21316,1,0,0,0,0,1,0,0,0,16000,-999
1503,2.009000443904E12,239,21316,2,0,1,0,1,0,0,0,0,80700,-999
1504,2.008000626688E12,240,20982,3,0,0,0,2,0,1,0,0,2500,-999
1505,2.00900083712E12,240,21023,4,2,0,0,0,0,0,0,2,115000,-999
1506,2.008001282048E12,240,21053,5,1,0,0,2,0,2,0,0,72100,-999
1507,2.011000471552E12,241,20190,3,1,0,0,0,0,0,0,2,3000,-999
1508,2.011000471552E12,241,20190,2,1,0,0,0,0,0,1,0,56400,-999
1509,2.00700133376E12,242,20077,1,0,0,0,0,1,0,0,0,7100,-999
1510,2.01000091648E12,243,20182,9,1,0,0,6,0,0,1,1,21800,-999
1511,2.009999998976E12,243,20603,1,0,0,0,0,1,0,0,0,7900,-999
1512,2.011000733696E12,244,20080,2,0,1,0,0,0,0,1,0,6900,-999
1513,2.01000026112E12,244,20110,2,0,1,0,0,0,0,1,0,19900,-999
1514,2.010000654336E12,244,20110,5,1,0,0,0,0,0,4,0,19300,-999
1515,2.008000364544E12,245,20177,1,1,0,0,0,0,0,0,0,30000,-999
1516,2.011000078336E12,246,20072,1,0,0,0,1,0,0,0,0,30000,-999
1517,2.011000733696E12,246,20072,1,0,0,0,1,0,0,0,0,5000,-999
1518,2.010000654336E12,246,20074,5,1,0,0,0,0,0,4,0,19300,-999
1519,2.007000285184E12,247,20314,5,1,0,1,0,0,0,0,3,18200,-999
1520,2.008000888832E12,247,20358,2,1,0,0,1,0,0,0,0,43000,-999
1521,2.007000285184E12,262,20351,2,1,0,0,1,0,0,0,0,22500,-999
1522,2.011001257984E12,262,20351,2,0,1,0,0,1,0,0,0,96240,-999
1523,2.01100099584E12,262,20391,2,2,0,0,0,0,0,0,0,55000,-999
1524,2.011000471552E12,262,20398,2,1,1,0,0,0,0,0,0,315180,-999
1525,2.010001309696E12,262,20418,2,2,0,0,0,0,0,0,0,33000,-999
1526,2.008000495616E12,262,20450,2,2,0,0,0,0,0,0,0,100000,-999
1527,2.007001202688E12,262,20478,2,2,0,0,0,0,0,0,0,49000,-999
1528,2.009000443904E12,262,20484,2,0,0,0,0,2,0,0,0,32600,-999
1529,2.009000968192E12,262,20514,2,1,0,0,0,1,0,0,0,35200,-999
1530,2.009001099264E12,262,20514,2,1,1,0,0,0,0,0,0,40400,-999
1531,2.008000626688E12,262,20516,4,2,0,0,0,0,0,0,2,56000,-999
1532,2.007000285184E12,262,20564,2,2,0,0,0,0,0,0,0,40600,-999
1533,2.007000547328E12,264,20881,5,2,1,0,0,0,0,2,0,48000,-999
1534,2.007000154112E12,264,20898,1,0,1,0,0,0,0,0,0,15200,-999
1535,2.009000443904E12,264,20898,1,1,0,0,0,0,0,0,0,41030,-999
1536,2.009000574976E12,264,20898,4,2,0,0,0,0,0,2,0,96500,-999
1537,2.011000733696E12,264,20898,1,1,0,0,0,0,0,0,0,118000,-999
1538,2.011001257984E12,264,20898,1,1,0,0,0,0,0,0,0,30000,-999
1539,2.007001202688E12,264,20905,5,2,0,0,0,0,1,2,0,123800,-999
1540,2.009000574976E12,264,20905,2,0,0,0,0,2,0,0,0,26500,-999
1541,2.011001520128E12,264,20915,4,0,0,1,1,0,1,1,0,16900,-999
1542,2.011000602624E12,264,20918,1,1,0,0,0,0,0,0,0,62040,-999
1543,2.011000864768E12,264,20918,4,1,0,0,1,0,0,2,0,100050,-999
1544,2.008001019904E12,264,20924,4,1,0,0,1,0,1,1,0,29500,-999
1545,2.00900083712E12,264,20924,2,1,1,0,0,0,0,0,0,30000,-999
1546,2.011001257984E12,264,20924,2,2,0,0,0,0,0,0,0,55000,-999
1547,2.008001150976E12,265,20582,3,1,0,0,1,0,0,1,0,26800,-999
1548,2.009001230336E12,265,20582,2,2,0,0,0,0,0,0,0,161000,-999
1549,2.011000471552E12,265,20616,7,1,1,0,1,0,0,3,1,50100,-999
1550,2.009000312832E12,265,20621,3,0,0,1,1,0,0,1,0,26400,-999
1551,2.011000471552E12,265,20622,2,2,0,0,0,0,0,0,0,275000,-999
1552,2.009000574976E12,265,20625,1,0,0,0,0,1,0,0,0,28200,-999
1553,2.011000864768E12,265,20677,3,1,0,0,1,0,0,0,1,13800,-999
1554,2.010000523264E12,265,20680,3,1,0,0,0,0,0,2,0,16500,-999
1555,2.008000495616E12,265,20716,3,1,0,0,0,2,0,0,0,77700,-999
1556,2.010000523264E12,265,20716,2,1,1,0,0,0,0,0,0,84400,-999
1557,2.00700002304E12,265,20718,2,2,0,0,0,0,0,0,0,147300,-999
1558,2.00800141312E12,265,20718,3,1,0,0,1,0,0,1,0,19400,-999
1559,2.011000733696E12,265,20750,3,1,0,0,1,0,1,0,0,15240,-999
1560,2.00700002304E12,265,20798,3,0,1,0,1,1,0,0,0,40020,-999
1561,2.009000574976E12,265,20842,2,1,1,0,0,0,0,0,0,29960,-999
1562,2.011000209408E12,265,20858,3,1,0,0,1,0,0,1,0,60290,-999
1563,2.007000285184E12,265,20861,2,1,1,0,0,0,0,0,0,25500,-999
1564,2.007001071616E12,265,20861,2,1,0,0,0,0,1,0,0,44800,-999
1565,2.008000233472E12,265,20861,2,2,0,0,0,0,0,0,0,117000,-999
1566,2.008001019904E12,265,20861,2,2,0,0,0,0,0,0,0,54100,-999
1567,2.011000733696E12,265,20861,2,1,1,0,0,0,0,0,0,20000,-999
1568,2.011000864768E12,265,20861,2,2,0,0,0,0,0,0,0,152000,-999
1569,2.011001257984E12,265,20861,1,0,0,0,0,1,0,0,0,2600,-999
1570,2.00800141312E12,265,20877,1,0,0,0,1,0,0,0,0,1500,-999
1571,2.00700002304E12,267,20725,3,0,0,0,2,0,0,0,1,24400,-999
1572,2.011000471552E12,268,20631,2,1,0,0,0,0,0,1,0,56400,-999
1573,2.007000940544E12,269,20738,1,1,0,0,0,0,0,0,0,30000,-999
1574,2.010001309696E12,274,20754,4,2,0,0,0,0,0,2,0,76000,-999
1575,2.007000940544E12,274,20835,4,1,0,1,0,0,1,1,0,80200,-999
1576,2.00700133376E12,274,20850,4,3,1,0,0,0,0,0,0,40200,-999
1577,2.009000443904E12,274,20863,1,0,0,0,1,0,0,0,0,40000,-999
1578,2.008000495616E12,274,20865,4,2,0,0,0,0,1,1,0,146200,-999
1579,2.007000940544E12,275,20947,4,2,0,0,0,0,0,0,2,38000,-999
1580,2.008001282048E12,275,20947,1,1,0,0,0,0,0,0,0,58000,-999
1581,2.00900018176E12,279,20591,2,1,1,0,0,0,0,0,0,63600,-999
1582,2.009001361408E12,279,20591,2,2,0,0,0,0,0,0,0,80000,-999
1583,2.007000416256E12,279,20666,2,2,0,0,0,0,0,0,0,44000,-999
1584,2.008000626688E12,279,20728,2,2,0,0,0,0,0,0,0,61150,-999
1585,2.00900083712E12,279,20764,2,0,1,0,0,0,0,0,1,10000,-999
1586,2.008001150976E12,279,20776,2,1,0,0,1,0,0,0,0,98300,-999
1587,2.010000654336E12,279,20776,2,1,1,0,0,0,0,0,0,59000,-999
1588,2.011000209408E12,279,20776,2,1,0,0,0,0,0,0,1,32000,-999
1589,2.008001019904E12,279,20817,2,0,0,0,1,1,0,0,0,70600,-999
1590,2.009000574976E12,279,20874,2,0,0,0,0,2,0,0,0,26500,-999
1591,2.011001389056E12,280,20768,2,1,1,0,0,0,0,0,0,77000,-999
1592,2.011000864768E12,280,20777,2,0,1,0,1,0,0,0,0,17100,-999
1593,2.009000443904E12,280,20827,5,3,0,1,0,0,0,1,0,128500,-999
1594,2.010001178624E12,280,20855,2,1,0,0,0,0,0,1,0,17000,-999
1595,2.009000443904E12,280,20857,5,2,0,0,0,0,0,2,1,105800,-999
1596,2.007000547328E12,280,20890,2,0,1,0,0,1,0,0,0,47100,-999
1597,2.007000809472E12,280,20890,2,0,0,0,0,2,0,0,0,38200,-999
1598,2.009000968192E12,280,20890,2,1,0,0,0,1,0,0,0,35200,-999
1599,2.010001309696E12,280,20890,2,1,0,0,1,0,0,0,0,31000,-999
1600,2.011000471552E12,280,20890,2,0,0,0,0,2,0,0,0,27900,-999
1601,2.011000733696E12,280,20890,2,2,0,0,0,0,0,0,0,37000,-999
1602,2.00700002304E12,280,20910,2,0,0,0,0,2,0,0,0,31600,-999
1603,2.008001019904E12,280,20910,2,0,0,0,1,1,0,0,0,32800,-999
1604,2.008001150976E12,280,20910,2,0,0,0,0,2,0,0,0,30100,-999
1605,2.009000706048E12,280,20910,2,2,0,0,0,0,0,0,0,79900,-999
1606,2.00900083712E12,280,20910,2,0,0,0,0,2,0,0,0,41880,-999
1607,2.011000078336E12,280,20910,2,0,0,0,0,1,0,1,0,27500,-999
1608,2.009999998976E12,281,20642,3,1,0,0,0,0,0,2,0,33600,-999
1609,2.00900018176E12,281,20667,3,1,0,0,0,0,1,1,0,15000,-999
1610,2.011001126912E12,281,20713,3,2,0,0,0,0,0,1,0,125000,-999
1611,2.010000392192E12,282,20823,2,1,0,0,1,0,0,0,0,30000,-999
1612,2.010000523264E12,282,20823,2,1,0,0,1,0,0,0,0,39140,-999
1613,2.008000364544E12,284,20970,4,2,1,0,1,0,0,0,0,78200,-999
1614,2.011000733696E12,284,20970,4,1,1,0,0,0,0,2,0,134000,-999
1615,2.010001047552E12,285,21019,3,2,0,0,0,0,1,0,0,56100,-999
1616,2.011000733696E12,286,20946,2,0,1,0,0,0,0,1,0,6900,-999
1617,2.009001099264E12,286,20956,3,0,0,0,1,2,0,0,0,40300,-999
1618,2.011000733696E12,286,21018,3,1,1,0,1,0,0,0,0,91700,-999
1619,2.008000626688E12,288,21014,2,1,0,0,0,0,0,1,0,39000,-999
1620,2.008001282048E12,288,21075,1,1,0,0,0,0,0,0,0,58000,-999
1621,2.011000078336E12,289,21084,3,1,0,0,1,1,0,0,0,191100,-999
1622,2.010000130048E12,290,21136,4,2,1,0,0,0,1,0,0,91600,-999
1623,2.011000209408E12,290,21219,4,2,0,0,0,0,1,1,0,79500,-999
1624,2.008000364544E12,291,21264,2,1,0,0,1,0,0,0,0,40900,-999
1625,2.011000864768E12,293,21395,4,2,0,0,0,0,0,2,0,62700,-999
1626,2.007000809472E12,293,21397,3,3,0,0,0,0,0,0,0,76000,-999
1627,2.0080001024E12,294,21578,1,0,0,0,0,1,0,0,0,10000,-999
1628,2.011000733696E12,294,21578,1,0,0,0,0,1,0,0,0,14000,-999
1629,2.007000285184E12,295,21445,3,1,0,0,1,0,0,1,0,34000,-999
1630,2.00900018176E12,295,21677,3,1,0,0,0,0,1,1,0,15000,-999
1631,2.010000523264E12,295,21677,3,1,0,0,2,0,0,0,0,34600,-999
1632,2.011000733696E12,295,21681,3,1,0,0,1,0,0,1,0,95000,-999
1633,2.009001230336E12,295,21799,1,1,0,0,0,0,0,0,0,48600,-999
1634,2.01100099584E12,296,21856,1,0,0,0,1,0,0,0,0,13800,-999
1635,2.007000940544E12,296,21859,1,0,0,0,1,0,0,0,0,720,-999
1636,2.01000026112E12,296,21901,6,1,1,0,0,0,0,3,1,43100,-999
1637,2.010000654336E12,296,21933,6,2,0,0,1,0,0,3,0,50600,-999
1638,2.007000416256E12,298,22071,3,1,1,0,0,0,0,0,1,39000,-999
1639,2.011000209408E12,298,22077,4,2,0,0,0,0,1,1,0,79500,-999
1640,2.011001126912E12,298,22077,5,0,1,0,1,0,0,3,0,97000,-999
1641,2.009000574976E12,298,22493,6,3,0,0,0,0,1,1,1,102700,-999
1642,2.011000733696E12,298,22493,5,2,0,0,0,0,0,3,0,184500,-999
1643,2.009000968192E12,299,22705,1,1,0,0,0,0,0,0,0,221000,-999
1644,2.008000626688E12,300,23602,1,0,0,0,1,0,0,0,0,1800,-999
1645,2.010001047552E12,300,23602,3,2,0,0,0,0,1,0,0,56100,-999
1646,2.010000523264E12,301,23603,3,2,0,0,0,0,0,0,1,58000,-999
1647,2.007000416256E12,301,23908,3,1,1,0,0,0,0,0,1,39000,-999
1648,2.009001099264E12,301,23908,2,0,0,0,0,2,0,0,0,29600,-999
1649,2.010001047552E12,301,24281,3,2,0,0,0,0,1,0,0,56100,-999
1650,2.007000416256E12,302,24346,2,2,0,0,0,0,0,0,0,78700,-999
1651,2.007000154112E12,302,24498,2,0,0,0,0,2,0,0,0,48700,-999
1652,2.007000285184E12,302,24564,2,1,0,0,1,0,0,0,0,24000,-999
1653,2.009000574976E12,302,24601,2,0,0,0,0,2,0,0,0,20200,-999
1654,2.009000050688E12,302,24629,6,3,0,0,1,0,0,2,0,118000,-999
1655,2.010001440768E12,302,24640,6,1,0,0,3,0,0,0,2,38200,-999
1656,2.007000940544E12,302,24698,2,1,0,0,0,0,0,0,1,66000,-999
1657,2.011000733696E12,302,24738,2,2,0,0,0,0,0,0,0,37000,-999
1658,2.007001071616E12,302,24768,2,2,0,0,0,0,0,0,0,70500,-999
1659,2.01000026112E12,302,24810,2,0,1,0,0,1,0,0,0,45100,-999
1660,2.011000471552E12,302,24823,2,0,2,0,0,0,0,0,0,49500,-999
1661,2.010000130048E12,303,24744,4,2,1,0,0,0,1,0,0,91600,-999
1662,2.007000940544E12,303,25040,4,1,0,0,0,0,0,2,1,38000,-999
1663,2.009000443904E12,303,25040,1,1,0,0,0,0,0,0,0,30000,-999
1664,2.01000026112E12,304,24489,2,1,0,0,0,1,0,0,0,76100,-999
1665,2.007000285184E12,304,24824,2,1,0,0,1,0,0,0,0,24000,-999
1666,2.009000706048E12,305,23565,3,1,0,0,1,0,0,1,0,44600,-999
1667,2.008000888832E12,305,23569,3,1,0,0,1,0,0,1,0,47000,-999
1668,2.011001257984E12,305,23574,2,2,0,0,0,0,0,0,0,55000,-999
1669,2.007000940544E12,305,24482,2,0,0,0,1,1,0,0,0,16700,-999
1670,2.009000574976E12,305,24484,6,3,0,0,0,0,1,1,1,102700,-999
1671,2.009001099264E12,306,25011,2,1,1,0,0,0,0,0,0,56070,-999
1672,2.007000154112E12,307,25285,4,1,0,0,1,0,0,1,1,55000,-999
1673,2.007000154112E12,307,25285,1,1,0,0,0,0,0,0,0,43000,-999
1674,2.0080001024E12,307,25285,4,1,0,0,1,0,0,1,1,80000,-999
1675,2.010000130048E12,307,25285,4,1,0,0,1,0,0,0,2,25900,-999
1676,2.010000130048E12,307,25285,1,1,0,0,0,0,0,0,0,27000,-999
1677,2.00900018176E12,307,25406,5,0,2,0,1,1,0,1,0,38100,-999
1678,2.00900083712E12,307,25406,5,1,1,0,0,0,2,1,0,34000,-999
1679,2.007000285184E12,307,25504,1,1,0,0,0,0,0,0,0,68000,-999
1680,2.011000471552E12,308,25295,2,1,0,0,1,0,0,0,0,41400,-999
1681,2.011001389056E12,308,25509,3,2,0,0,0,0,0,0,1,68000,-999
1682,2.007000940544E12,309,25595,1,1,0,0,0,0,0,0,0,39000,-999
1683,2.010000523264E12,310,25302,2,0,0,0,0,2,0,0,0,34650,-999
1684,2.010001047552E12,310,25413,2,0,0,0,0,2,0,0,0,23800,-999
1685,2.008000495616E12,310,25434,2,0,0,0,2,0,0,0,0,61100,-999
1686,2.008000888832E12,310,25564,2,1,1,0,0,0,0,0,0,40000,-999
1687,2.010000392192E12,311,25417,2,1,0,0,0,0,1,0,0,62000,-999
1688,2.009001099264E12,312,25604,2,1,1,0,0,0,0,0,0,56070,-999
1689,2.0070006784E12,312,25608,1,1,0,0,0,0,0,0,0,26000,-999
1690,2.008000888832E12,314,25903,3,2,0,0,0,0,0,0,1,71000,-999
1691,2.007000416256E12,314,26035,2,1,0,0,0,0,0,0,1,14900,-999
1692,2.008000888832E12,314,26135,3,1,1,0,0,0,1,0,0,27740,-999
1693,2.011001257984E12,315,25826,2,1,1,0,0,0,0,0,0,28500,-999
1694,2.010000785408E12,316,25892,2,0,2,0,0,0,0,0,0,73000,-999
1695,2.00700002304E12,316,25929,2,0,2,0,0,0,0,0,0,32000,-999
1696,2.010000654336E12,316,25930,2,1,1,0,0,0,0,0,0,70700,-999
1697,2.010001309696E12,316,25935,2,2,0,0,0,0,0,0,0,119010,-999
1698,2.007001071616E12,316,25944,4,2,0,0,0,0,0,1,1,60000,-999
1699,2.007000940544E12,320,25880,3,0,1,0,0,0,1,1,0,22000,-999
1700,2.010000785408E12,320,25880,1,1,0,0,0,0,0,0,0,20600,-999
1701,2.011001257984E12,320,26066,3,2,0,0,0,1,0,0,0,83000,-999
1702,2.010000785408E12,320,26253,1,1,0,0,0,0,0,0,0,45020,-999
1703,2.009000443904E12,321,25735,2,1,1,0,0,0,0,0,0,32000,-999
1704,2.009000968192E12,321,25853,1,1,0,0,0,0,0,0,0,23700,-999
1705,2.007000285184E12,323,25875,5,2,0,2,0,0,1,0,0,98000,-999
1706,2.010000130048E12,323,25946,4,1,0,0,1,0,0,0,2,25900,-999
1707,2.010000130048E12,323,25946,2,0,2,0,0,0,0,0,0,77700,-999
1708,2.008001150976E12,323,26189,5,1,0,0,1,0,0,1,2,50000,-999
1709,2.009000312832E12,323,26194,2,2,0,0,0,0,0,0,0,110350,-999
1710,2.007999971328E12,325,25863,5,1,1,0,0,0,0,3,0,62000,-999
1711,2.009000574976E12,325,25990,6,3,0,0,0,0,1,1,1,102700,-999
1712,2.007000809472E12,326,26329,3,3,0,0,0,0,0,0,0,76000,-999
1713,2.007000416256E12,326,26411,6,2,0,0,0,0,1,3,0,75000,-999
1714,2.007999971328E12,326,26411,3,1,2,0,0,0,0,0,0,102510,-999
1715,2.011000733696E12,326,26412,5,2,0,0,0,0,0,3,0,184500,-999
1716,2.008000364544E12,327,26243,2,1,0,0,1,0,0,0,0,40900,-999
1717,2.007000285184E12,328,26442,2,0,0,0,2,0,0,0,0,64350,-999
1718,2.007000547328E12,328,26442,2,0,0,0,0,2,0,0,0,43700,-999
1719,2.0070006784E12,328,26442,2,0,0,0,0,2,0,0,0,38500,-999
1720,2.0080001024E12,328,26442,2,0,1,0,1,0,0,0,0,63800,-999
1721,2.00800141312E12,328,26442,2,1,0,0,1,0,0,0,0,79100,-999
1722,2.00900018176E12,328,26442,2,1,0,0,1,0,0,0,0,18140,-999
1723,2.010000130048E12,328,26442,2,1,0,0,1,0,0,0,0,43750,-999
1724,2.010000523264E12,328,26442,2,0,1,0,1,0,0,0,0,67500,-999
1725,2.011000733696E12,328,26442,2,0,1,0,0,0,0,1,0,6900,-999
1726,2.007001071616E12,328,26455,2,2,0,0,0,0,0,0,0,55600,-999
1727,2.007000285184E12,328,26485,2,2,0,0,0,0,0,0,0,40600,-999
1728,2.009000706048E12,328,26488,2,0,0,0,2,0,0,0,0,30500,-999
1729,2.011001257984E12,329,26400,2,1,1,0,0,0,0,0,0,28500,-999
1730,2.010000130048E12,330,26532,9,3,0,0,2,0,1,3,0,45560,-999
1731,2.01000091648E12,331,26525,1,1,0,0,0,0,0,0,0,25000,-999
1732,2.008001150976E12,331,26528,2,0,0,0,1,0,0,1,0,8200,-999
1733,2.009000706048E12,331,26528,4,2,0,0,0,0,0,0,2,91100,-999
1734,2.010000392192E12,331,26528,4,1,0,1,1,0,1,0,0,77600,-999
1735,2.010001309696E12,331,26528,1,1,0,0,0,0,0,0,0,21000,-999
1736,2.011000733696E12,331,26528,4,2,0,0,0,0,0,2,0,87300,-999
1737,2.007000285184E12,331,26599,4,2,0,0,0,0,0,1,1,52000,-999
1738,2.007001202688E12,331,26614,2,0,0,0,0,2,0,0,0,20600,-999
1739,2.009000968192E12,331,26627,1,1,0,0,0,0,0,0,0,22430,-999
1740,2.008000364544E12,331,26632,2,0,0,0,0,2,0,0,0,39900,-999
1741,2.011000209408E12,331,26632,4,1,1,0,0,0,0,2,0,94000,-999
1742,2.00700002304E12,331,26640,4,2,0,0,0,0,0,2,0,90000,-999
1743,2.0070006784E12,331,26640,2,0,0,0,0,2,0,0,0,57700,-999
1744,2.007001071616E12,331,26640,4,0,2,0,0,0,0,2,0,63000,-999
1745,2.008000888832E12,331,26674,4,1,1,0,0,0,0,1,1,92800,-999
1746,2.009001361408E12,334,26647,1,0,0,0,0,1,0,0,0,12200,-999
1747,2.00800075776E12,334,26671,1,0,0,0,0,1,0,0,0,15100,-999
1748,2.008001282048E12,334,26671,3,2,0,0,0,0,0,1,0,68500,-999
1749,2.009000050688E12,334,26671,3,2,0,0,0,0,0,0,1,98000,-999
1750,2.009999998976E12,334,26678,1,0,0,0,0,1,0,0,0,7900,-999
1751,2.010000130048E12,334,26689,4,2,0,0,0,0,0,2,0,49600,-999
1752,2.007000547328E12,334,26690,3,2,0,0,0,0,0,0,1,65800,-999
1753,2.009001230336E12,334,26701,1,0,0,0,1,0,0,0,0,150100,-999
1754,2.010001309696E12,334,26711,3,2,1,0,0,0,0,0,0,64400,-999
1755,2.007001202688E12,334,26714,5,2,0,0,0,0,1,2,0,123800,-999
1756,2.0080001024E12,334,26714,5,2,0,0,0,1,1,1,0,111100,-999
1757,2.008001282048E12,334,26714,1,0,0,0,1,0,0,0,0,27500,-999
1758,2.01000026112E12,334,26720,1,0,0,0,0,1,0,0,0,21300,-999
1759,2.009001099264E12,334,26724,3,2,1,0,0,0,0,0,0,88400,-999
1760,2.011000733696E12,334,26731,3,1,1,0,0,0,0,1,0,56000,-999
1761,2.011001257984E12,334,26731,3,2,0,0,0,1,0,0,0,83000,-999
1762,2.011001257984E12,334,26731,3,2,0,0,0,0,0,0,1,55700,-999
1763,2.008000495616E12,335,26661,1,0,0,0,0,1,0,0,0,15500,-999
1764,2.00700133376E12,335,26684,4,3,1,0,0,0,0,0,0,40200,-999
1765,2.008000626688E12,336,26603,1,0,0,0,1,0,0,0,0,1800,-999
1766,2.008000233472E12,336,26609,2,2,0,0,0,0,0,0,0,35000,-999
1767,2.00800141312E12,336,26609,2,1,1,0,0,0,0,0,0,40700,-999
1768,2.011001126912E12,336,26609,2,0,0,0,2,0,0,0,0,35000,-999
1769,2.007000940544E12,336,26628,1,0,0,0,0,1,0,0,0,11000,-999
1770,2.010000785408E12,336,26649,2,1,1,0,0,0,0,0,0,313000,-999
1771,2.009001099264E12,336,26659,2,1,1,0,0,0,0,0,0,40400,-999
1772,2.009001230336E12,336,26659,1,0,0,0,0,1,0,0,0,16500,-999
1773,2.011000078336E12,337,26496,4,2,1,0,0,1,0,0,0,99800,-999
1774,2.011000471552E12,337,26516,2,1,0,0,1,0,0,0,0,100000,-999
1775,2.010000392192E12,337,26550,3,2,0,0,0,0,1,0,0,66960,-999
1776,2.007000809472E12,337,26580,2,1,0,0,1,0,0,0,0,78800,-999
1777,2.010000523264E12,337,26616,2,0,1,0,1,0,0,0,0,28350,-999
1778,2.007000285184E12,338,26503,1,1,0,0,0,0,0,0,0,68000,-999
1779,2.010001309696E12,338,26503,1,1,0,0,0,0,0,0,0,38000,-999
1780,2.01100099584E12,338,26503,1,1,0,0,0,0,0,0,0,45000,-999
